$Spokane,International,Airport,met,data,,1/1/2001,to,
Solar,is,from,Odessa,,,,
JDAY,TAIR,TDEW,WIND,PHI,CLOUD,Solar,
22.289,0,0,3.09,0.35,10,0,
22.331,0,0,3.09,0.87,10,2.56,
22.372,0,0,3.09,0.87,10,36.24,
22.414,0,0,2.57,0.7,10,77.36,
22.456,0.6,0.6,3.6,0.52,10,113.6,
22.497,0.6,0.6,2.57,0.87,10,154.84,
22.539,0.6,0,3.6,0.87,10,167.85,
22.581,1.1,0.6,4.63,0.7,10,183.18,
22.622,1.1,0.6,3.6,0.7,10,157.51,
22.664,1.1,0.6,4.12,0.35,7.5,61.91,
22.706,0.6,0.6,2.06,0.7,7.5,10.34,
22.747,1.1,0,4.63,0.17,7.5,0,
22.789,-0.6,-1.1,3.09,0.35,4.4,0,
22.831,-0.6,-0.6,3.6,0.7,7.5,0,
22.872,-0.6,-0.6,4.12,0.7,10,0,
22.914,-2.8,-3.3,3.09,0.35,4.4,0,
22.956,-2.8,-2.8,3.09,0.7,4.4,0,
22.997,-4.4,-5,3.09,0.52,4.4,0,
23.039,-3.9,-5,4.12,0.7,1.9,0,
23.081,-5.6,-6.7,3.6,0.52,0,0,
23.122,-4.4,-5,2.57,0.87,0,0,
23.164,-6.1,-6.7,4.12,0.52,0,0,
23.206,-5.6,-6.1,2.57,0.87,0,0,
23.247,-6.1,-6.7,3.09,0.7,0,0,
23.289,-6.7,-7.2,3.09,0.87,0,0,
23.331,-5.6,-6.1,2.06,0.17,0,10.34,
23.372,-6.1,-6.1,2.57,0.17,0,108.38,
23.414,-3.9,-5,2.57,0.35,1.9,237.43,
23.456,-1.7,-4.4,3.6,0.17,1.9,317.58,
23.497,0,-3.9,5.15,0.7,1.9,366.48,
23.539,1.1,-2.8,5.66,0.52,1.9,376.82,
23.581,2.2,-2.8,6.17,0.87,1.9,335.59,
23.622,2.2,-2.2,5.66,0.52,1.9,255.55,
23.664,2.2,-2.8,3.6,0.7,1.9,147.06,
23.706,0,-3.9,3.6,0.35,1.9,13.01,
23.747,0,-3.9,3.6,0.87,1.9,0,
23.789,-0.6,-4.4,4.63,0.87,0,0,
23.831,-1.7,-5,4.63,0.87,0,0,
23.872,-1.1,-5,4.63,0.87,0,0,
23.914,-3.3,-6.1,4.12,0.52,0,0,
23.956,-2.2,-6.1,3.6,1.05,0,0,
23.997,-2.8,-6.1,4.12,0.87,4.4,0,
24.039,-1.7,-6.1,3.6,1.05,10,0,
24.081,-1.7,-6.1,4.12,1.05,7.5,0,
24.122,-2.2,-6.1,3.09,0.7,10,0,
24.164,-2.2,-6.1,3.09,0.87,7.5,0,
24.206,-2.8,-6.7,4.12,0.87,7.5,0,
24.247,-2.8,-6.7,3.09,0.7,7.5,0,
24.289,-3.9,-7.8,4.12,0.7,7.5,0,
24.331,-4.4,-6.7,2.57,0.52,7.5,7.67,
24.372,-3.3,-6.7,3.6,0.87,7.5,67.14,
24.414,-1.7,-5.6,4.12,0.52,7.5,180.63,
24.456,0,-4.4,4.12,0.87,7.5,193.64,
24.497,1.1,-4.4,3.6,0.7,7.5,206.53,
24.539,1.1,-5,3.09,1.05,7.5,162.62,
24.581,1.7,-4.4,3.6,1.05,7.5,116.16,
24.622,1.7,-3.9,1.54,1.57,7.5,69.7,
24.664,1.7,-3.9,0,0,10,49.02,
24.706,0.6,-2.8,2.06,3.32,10,18,
24.747,-0.6,-1.1,2.57,4.19,10,0,
24.789,-0.6,-1.1,1.54,3.84,10,0,
24.831,-0.6,-1.1,3.09,4.01,10,0,
24.872,-1.1,-2.2,4.63,3.67,10,0,
24.914,-1.7,-2.8,4.63,3.84,10,0,
24.956,-1.7,-2.8,4.12,3.49,10,0,
24.997,-2.2,-3.3,3.09,3.49,10,0,
25.039,-2.2,-3.3,2.57,3.32,10,0,
25.081,-2.2,-2.8,2.57,2.97,10,0,
25.122,-1.7,-2.8,3.09,2.97,10,0,
25.164,-2.2,-2.8,2.06,2.79,10,0,
25.206,-2.2,-2.8,2.06,2.79,10,0,
25.247,-2.2,-2.8,0,0,10,0,
25.289,-1.7,-2.8,1.54,2.62,10,0,
25.331,-1.7,-2.8,2.06,2.62,10,2.67,
25.372,-1.7,-2.2,2.06,2.44,10,41.24,
25.414,-0.6,-2.2,1.54,1.92,10,123.94,
25.456,-0.6,-2.2,2.57,2.09,10,141.95,
25.497,0,-1.1,2.57,1.92,10,154.84,
25.539,0,-1.1,3.09,2.27,10,162.62,
25.581,0,-1.1,1.54,1.57,10,271,
25.622,0,-0.6,2.57,1.57,10,136.84,
25.664,0,-0.6,3.09,0.87,10,64.47,
25.706,0,-0.6,3.09,0.7,10,5.23,
25.747,0,-0.6,3.09,0.7,10,0,
25.789,-0.6,-1.1,4.12,0.52,10,0,
25.831,-0.6,-1.1,3.6,0.7,10,0,
25.872,-1.1,-1.1,4.12,0.87,10,0,
25.914,-1.1,-1.1,3.09,0.87,10,0,
25.956,-1.7,-1.7,4.12,0.7,10,0,
25.997,-1.7,-1.7,3.6,0.7,10,0,
26.039,-1.7,-2.2,4.12,0.7,10,0,
26.081,-2.2,-2.2,3.6,0.7,10,0,
26.122,-3.3,-3.9,3.09,0.52,10,0,
26.164,-2.8,-3.3,3.09,0.52,10,0,
26.206,-3.3,-3.9,3.09,0.52,10,0,
26.247,-3.3,-3.9,3.09,0.52,10,0,
26.289,-2.8,-3.3,4.12,0.52,10,0,
26.331,-2.8,-3.3,4.12,0.7,10,10.34,
26.372,-2.8,-2.8,3.6,0.35,10,129.05,
26.414,-2.8,-2.8,4.63,0.7,10,227.09,
26.456,-2.2,-2.8,3.6,0.52,10,327.8,
26.497,-1.7,-2.8,3.09,0.52,7.5,376.94,
26.539,-1.1,-2.8,2.06,1.05,4.4,387.16,
26.581,-1.1,-2.8,2.57,5.76,1.9,343.25,
26.622,0,-2.8,2.06,5.76,1.9,260.66,
26.664,-1.7,-4.4,0,0,0,154.96,
26.706,-3.3,-5,0,0,0,28.34,
26.747,-5,-5.6,2.06,4.36,1.9,0,
26.789,-6.1,-6.7,0,0,4.4,0,
26.831,-8.9,-10.6,1.54,4.36,4.4,0,
26.872,-7.8,-8.3,0,0,4.4,0,
26.914,-7.8,-8.9,0,0,4.4,0,
26.956,-10,-11.1,2.06,4.19,7.5,0,
26.997,-10.6,-11.7,0,0,7.5,0,
27.039,-7.8,-8.3,0,0,10,0,
27.081,-5.6,-6.7,0,0,10,0,
27.122,-5.6,-6.1,0,0,10,0,
27.164,-5,-5.6,1.54,3.84,10,0,
27.206,-4.4,-5,0,0,10,0,
27.247,-4.4,-5,1.54,2.62,10,0,
27.289,-4.4,-5,0,0,10,0,
27.331,-3.9,-4.4,0,0,10,5.23,
27.372,-3.9,-4.4,0,0,10,28.34,
27.414,-3.3,-3.9,1.54,1.92,10,67.14,
27.456,-3.3,-3.9,1.54,2.44,10,113.49,
27.497,-3.3,-3.9,1.54,3.14,10,116.16,
27.539,-3.3,-3.9,1.54,2.62,10,92.93,
27.581,-3.3,-4.4,2.06,2.27,10,85.26,
27.622,-3.3,-4.4,2.57,2.62,10,56.8,
27.664,-3.3,-4.4,0,0,10,28.34,
27.706,-2.8,-4.4,0,0,10,2.56,
27.747,-3.3,-4.4,0,0,10,0,
27.789,-3.3,-4.4,0,0,10,0,
27.831,-3.3,-4.4,0,0,10,0,
27.872,-3.9,-4.4,2.06,3.32,10,0,
27.914,-3.9,-4.4,2.06,2.97,10,0,
27.956,-3.9,-5,2.57,2.79,10,0,
27.997,-4.4,-5,0,0,10,0,
28.039,-4.4,-5.6,1.54,3.32,10,0,
28.081,-4.4,-5.6,2.06,3.14,10,0,
28.122,-4.4,-6.1,2.57,3.49,10,0,
28.164,-4.4,-5.6,0,0,10,0,
28.206,-5,-5.6,1.54,2.97,10,0,
28.247,-5,-6.1,0,0,10,0,
28.289,-5,-6.1,1.54,2.97,10,0,
28.331,-5,-6.1,2.57,2.79,10,2.56,
28.372,-5,-6.1,2.57,2.79,10,23.23,
28.414,-5,-6.1,3.09,3.14,10,67.14,
28.456,-5,-6.1,2.57,2.97,10,61.91,
28.497,-5,-6.1,2.57,3.14,10,90.37,
28.539,-5,-6.1,0,0,10,113.6,
28.581,-4.4,-5.6,0,0,10,118.72,
28.622,-4.4,-5.6,1.54,2.09,10,67.14,
28.664,-4.4,-5.6,2.06,2.09,10,33.57,
28.706,-4.4,-5.6,0,0,10,5.11,
28.747,-4.4,-5.6,0,0,10,0,
28.789,-4.4,-5.6,0,0,10,0,
28.831,-4.4,-5.6,0,0,10,0,
28.872,-5,-6.1,1.54,3.32,10,0,
28.914,-5,-6.1,3.09,3.14,10,0,
28.956,-5,-6.7,2.57,3.14,10,0,
28.997,-5,-6.7,0,0,10,0,
29.039,-5,-6.7,1.54,1.92,10,0,
29.081,-5,-6.7,0,0,10,0,
29.122,-5,-6.1,2.57,2.97,10,0,
29.164,-5,-5.6,2.57,2.27,10,0,
29.206,-5,-5.6,4.12,2.27,10,0,
29.247,-5,-6.1,3.09,2.62,10,0,
29.289,-4.4,-6.1,4.63,2.62,10,0,
29.331,-3.9,-5.6,0,0,10,0,
29.372,-3.3,-5.6,0,0,10,38.68,
29.414,-2.8,-4.4,1.54,2.97,10,95.6,
29.456,-1.7,-4.4,5.15,3.84,10,157.4,
29.497,-2.8,-4.4,9.26,3.84,10,188.41,
29.539,-3.3,-4.4,6.69,3.67,10,237.55,
29.581,-3.3,-3.9,6.17,3.67,10,308.17,
29.622,-2.2,-3.9,4.63,3.32,10,228.95,
29.664,-1.7,-2.8,5.15,3.67,10,172.27,
29.706,-1.1,-2.8,3.6,3.32,7.5,37.4,
29.747,-1.1,-3.3,4.63,3.84,7.5,0.23,
29.789,-1.1,-3.9,6.17,4.01,7.5,0,
29.831,-1.1,-4.4,6.17,4.19,10,0,
29.872,-2.8,-4.4,5.15,4.36,10,0,
29.914,-2.8,-4.4,3.09,4.19,10,0,
29.956,-3.9,-5.6,3.6,3.67,7.5,0,
29.997,-5,-6.7,3.6,3.49,4.4,0,
30.039,-7.2,-8.9,3.09,2.79,1.9,0,
30.081,-7.2,-8.9,3.6,2.79,1.9,0,
30.122,-7.8,-8.3,3.6,2.79,1.9,0,
30.164,-6.1,-7.2,4.12,2.62,10,0,
30.206,-5.6,-5.6,4.12,2.79,10,0,
30.247,-4.4,-5.6,4.63,2.97,10,0,
30.289,-4.4,-5,3.6,2.97,10,0,
30.331,-3.3,-3.9,5.15,3.14,10,4.88,
30.372,-2.2,-2.8,6.17,3.32,10,37.17,
30.414,-1.7,-2.8,6.17,3.32,10,76.67,
30.456,-0.6,-2.8,7.72,3.14,10,121.85,
30.497,0,-1.7,9.26,3.49,10,152.52,
30.539,0.6,-1.7,9.78,3.49,7.5,186.67,
30.581,1.1,-2.2,9.26,3.67,7.5,177.03,
30.622,1.1,-2.2,11.32,3.84,7.5,115.7,
30.664,0.6,-1.7,12.35,3.84,10,64.7,
30.706,0.6,-1.7,11.32,3.84,7.5,10.69,
30.747,0.6,-1.7,9.26,3.84,10,0.23,
30.789,0.6,-1.7,9.78,3.84,10,0,
30.831,0.6,-1.1,8.23,3.67,10,0,
30.872,0.6,-1.1,8.23,3.67,10,0,
30.914,0.6,-1.1,4.63,2.79,10,0,
30.956,0.6,-1.1,5.15,3.49,10,0,
30.997,0,-1.1,5.66,3.67,10,0,
31.039,0,-1.1,3.6,3.32,10,0,
31.081,0,-1.1,2.57,2.97,10,0,
31.122,0,-1.1,5.66,3.49,10,0,
31.164,0,-1.1,4.63,3.49,10,0,
31.206,0,-1.1,4.63,3.32,10,0,
31.247,0,-0.6,4.12,3.32,10,0,
31.289,0,-0.6,4.12,3.49,10,0,
31.331,0,-0.6,4.12,3.49,10,6.16,
31.372,0.6,-0.6,4.63,3.14,10,54.48,
31.414,0.6,0,4.63,3.49,10,119.99,
31.456,1.1,0,5.66,3.49,10,214.55,
31.497,1.7,0,4.12,3.32,10,340.7,
31.539,2.2,0,4.63,3.67,10,415.62,
31.581,2.2,0,3.6,3.32,10,356.15,
31.622,2.2,0,2.06,3.14,10,196.19,
31.664,2.2,0,2.57,2.62,7.5,147.06,
31.706,1.7,-0.6,2.06,2.97,7.5,33.57,
31.747,-0.6,-1.7,2.06,2.79,4.4,0,
31.789,-0.6,-1.1,2.06,2.44,4.4,0,
31.831,-1.7,-2.2,2.57,2.62,4.4,0,
31.872,-1.7,-2.2,3.6,2.79,7.5,0,
31.914,-1.1,-2.8,3.6,2.44,7.5,0,
31.956,-0.6,-2.2,0,0,7.5,0,
31.997,-2.2,-2.8,1.54,1.4,1.9,0,
32.039,-1.7,-2.2,0,0,4.4,0,
32.081,-3.9,-4.4,0,0,7.5,0,
32.122,-6.7,-7.8,0,0,4.4,0,
32.164,-6.7,-7.8,0,0,7.5,0,
32.206,-5.6,-6.1,0,0,7.5,0,
32.247,-5,-5,1.54,0,10,0,
32.289,-4.4,-5,2.06,1.4,7.5,0,
32.331,-5,-5,0,0,7.5,10.34,
32.372,-3.3,-3.3,0,0,10,72.25,
32.414,-1.7,-1.7,0,0,10,167.85,
32.456,-1.1,-1.7,2.06,6.28,10,255.55,
32.497,-0.6,-1.1,2.57,1.05,10,242.54,
32.539,0,-0.6,1.54,1.75,10,198.75,
32.581,1.1,-0.6,2.06,1.4,10,240.1,
32.622,2.8,-1.7,4.12,2.27,10,312.35,
32.664,2.8,-2.2,3.09,2.97,7.5,141.95,
32.706,1.7,-2.2,1.54,2.44,4.4,25.79,
32.747,-0.6,-3.9,3.09,2.79,4.4,0,
32.789,-0.6,-2.8,2.06,2.44,7.5,0,
32.831,0,-2.8,0,0,7.5,0,
32.872,0.6,-2.8,4.12,2.27,10,0,
32.914,1.1,-2.2,3.6,2.27,10,0,
32.956,0.6,-2.2,2.57,2.62,10,0,
32.997,1.1,-2.2,3.09,2.09,10,0,
33.039,1.1,-1.7,5.15,2.62,10,0,
33.081,1.1,-2.2,5.15,2.27,10,0,
33.122,2.2,-1.7,6.69,2.44,10,0,
33.164,1.7,-1.7,3.6,2.09,10,0,
33.206,2.2,-2.2,2.06,4.19,10,0,
33.247,1.1,-0.6,5.66,2.79,10,0,
33.289,0.6,0,6.69,2.62,10,0,
33.331,0.6,0,8.23,2.62,10,2.56,
33.372,1.1,0.6,6.69,2.97,10,51.69,
33.414,2.2,0.6,7.72,3.49,7.5,95.48,
33.456,2.2,0.6,8.23,3.49,7.5,343.25,
33.497,2.8,1.1,7.2,3.49,4.4,418.18,
33.539,2.2,0.6,8.23,3.49,4.4,418.18,
33.581,3.3,0,7.72,3.84,4.4,379.38,
33.622,2.8,0,5.15,3.84,4.4,294.35,
33.664,2.8,0,6.17,4.01,4.4,180.63,
33.706,2.8,0,6.69,3.67,4.4,41.35,
33.747,1.7,0,5.66,3.14,4.4,0,
33.789,1.7,0.6,6.17,3.67,4.4,0,
33.831,1.1,-1.1,3.6,4.01,7.5,0,
33.872,1.1,-1.1,6.17,4.01,7.5,0,
33.914,1.1,-0.6,6.17,3.67,7.5,0,
33.956,0.6,-1.1,6.17,3.49,7.5,0,
33.997,0,-1.1,7.2,3.49,7.5,0,
34.039,-0.6,-2.2,6.69,3.67,4.4,0,
34.081,-0.6,-2.2,7.72,3.67,10,0,
34.122,-1.1,-2.8,4.63,3.67,10,0,
34.164,-1.1,-2.2,6.17,3.67,7.5,0,
34.206,-1.7,-3.3,5.66,3.67,7.5,0,
34.247,-2.2,-3.9,5.15,3.14,7.5,0,
34.289,-2.8,-4.4,3.6,2.27,4.4,0,
34.331,-2.2,-3.3,6.69,2.97,7.5,18,
34.372,-1.7,-2.8,5.15,3.14,7.5,80.03,
34.414,0,-2.2,5.15,3.14,4.4,129.05,
34.456,0.6,-2.2,5.66,3.49,4.4,201.31,
34.497,0.6,-2.2,6.17,3.49,7.5,229.76,
34.539,1.1,-2.2,5.15,3.49,7.5,382.05,
34.581,1.7,-1.7,4.63,3.49,7.5,353.59,
34.622,1.7,-1.7,3.6,3.32,7.5,170.41,
34.664,1.1,-2.2,1.54,3.84,7.5,95.48,
34.706,1.1,-2.8,0,0,7.5,30.9,
34.747,-1.1,-3.9,1.54,2.27,7.5,0,
34.789,-2.8,-4.4,3.09,2.44,4.4,0,
34.831,-2.8,-3.9,3.6,2.79,4.4,0,
34.872,-4.4,-5,0,0,4.4,0,
34.914,-3.3,-4.4,3.09,0.35,7.5,0,
34.956,-2.2,-3.3,0,0,10,0,
34.997,-2.2,-3.3,0,0,10,0,
35.039,-1.7,-3.3,2.06,0.7,10,0,
35.081,-1.7,-3.3,2.06,1.22,10,0,
35.122,-1.7,-2.8,2.06,0.87,10,0,
35.164,-1.7,-2.2,2.57,0.87,10,0,
35.206,-1.7,-2.2,2.57,0.7,10,0,
35.247,-1.7,-2.2,3.09,0.7,10,0,
35.289,-1.7,-2.2,3.09,0.7,10,0,
35.331,-1.1,-1.7,1.54,0.87,10,2.67,
35.372,-0.6,-1.1,1.54,1.05,10,15.45,
35.414,0,-0.6,0,0,10,56.8,
35.456,-0.6,-0.6,2.06,1.05,10,126.5,
35.497,0,0,1.54,1.92,10,157.4,
35.539,0,0,1.54,2.79,10,131.61,
35.581,1.7,1.7,6.17,2.79,10,103.27,
35.622,2.2,1.7,4.63,2.97,10,129.05,
35.664,2.2,1.7,7.72,2.97,10,59.36,
35.706,1.7,1.7,2.57,3.32,10,12.89,
35.747,1.7,1.7,4.63,2.97,10,0,
35.789,2.2,2.2,8.23,3.84,10,0,
35.831,1.7,1.7,7.2,3.84,10,0,
35.872,2.2,2.2,6.69,3.67,10,0,
35.914,1.7,1.7,5.66,3.84,7.5,0,
35.956,1.7,1.1,2.06,0.17,10,0,
35.997,1.7,1.7,3.09,3.84,10,0,
36.039,1.1,1.1,2.06,3.49,10,0,
36.081,1.1,0.6,4.12,3.84,10,0,
36.122,0.6,0.6,4.63,3.49,10,0,
36.164,0.6,0.6,3.09,3.84,10,0,
36.206,0.6,0,5.66,3.84,10,0,
36.247,0,0,3.6,3.84,10,0,
36.289,0,-0.6,2.57,4.01,10,0,
36.331,0,-0.6,3.6,3.67,10,23.23,
36.372,0,-0.6,3.09,3.67,10,113.6,
36.414,0,-0.6,3.6,4.19,10,188.41,
36.456,0,-1.1,4.12,4.19,10,203.98,
36.497,-0.6,-1.7,5.15,4.71,10,309.68,
36.539,-1.1,-1.7,3.09,4.19,10,400.17,
36.581,-0.6,-1.1,4.12,4.19,10,392.27,
36.622,-0.6,-1.1,4.12,4.19,7.5,276.23,
36.664,-0.6,-1.1,3.09,4.19,7.5,129.05,
36.706,-0.6,-1.1,2.57,3.49,7.5,28.34,
36.747,-0.6,-1.1,3.09,4.01,10,0,
36.789,-0.6,-1.1,3.6,4.01,10,0,
36.831,-1.1,-1.7,2.06,4.19,10,0,
36.872,-1.1,-2.2,2.57,4.54,10,0,
36.914,-1.7,-2.8,0,0,10,0,
36.956,-1.1,-1.7,3.6,0.52,10,0,
36.997,-1.1,-4.4,2.06,0.52,10,0,
37.039,-1.7,-9.4,3.09,6.28,10,0,
37.081,-2.2,-10,3.6,6.28,10,0,
37.122,-3.3,-8.9,3.6,6.28,10,0,
37.164,-3.9,-8.9,2.57,0.17,10,0,
37.206,-4.4,-8.9,2.57,6.28,10,0,
37.247,-5,-9.4,3.09,6.28,7.5,0,
37.289,-6.1,-9.4,3.09,0.35,7.5,0,
37.331,-7.2,-10.6,2.57,6.28,4.4,7.78,
37.372,-6.1,-10,3.09,6.11,4.4,64.47,
37.414,-4.4,-9.4,4.12,0.35,4.4,188.53,
37.456,-3.3,-8.3,4.12,0.35,4.4,363.93,
37.497,-2.2,-7.8,5.66,0.35,4.4,415.5,
37.539,-1.7,-7.8,4.63,6.11,4.4,441.41,
37.581,-0.6,-7.2,4.63,6.28,7.5,405.28,
37.622,0,-6.7,4.63,6.28,7.5,317.47,
37.664,-1.1,-7.8,4.12,6.28,7.5,154.84,
37.706,-2.2,-7.8,3.6,6.11,7.5,43.91,
37.747,-3.3,-8.9,4.63,5.93,7.5,0,
37.789,-4.4,-9.4,2.57,6.11,4.4,0,
37.831,-5,-9.4,3.6,6.11,4.4,0,
37.872,-5.6,-10,4.63,6.11,1.9,0,
37.914,-6.1,-10.6,4.63,6.11,0,0,
37.956,-6.7,-11.1,4.12,5.93,0,0,
37.997,-7.8,-11.7,3.6,6.28,0,0,
38.039,-7.8,-12.2,2.06,0.52,0,0,
38.081,-8.3,-11.7,4.63,5.76,0,0,
38.122,-8.9,-12.2,0,0,0,0,
38.164,-11.1,-13.3,0,0,0,0,
38.206,-10.6,-13.9,1.54,4.36,0,0,
38.247,-13.3,-15,2.57,4.19,0,0,
38.289,-10,-13.3,2.06,5.59,1.9,0,
38.331,-12.2,-15,1.54,5.06,0,31.01,
38.372,-10.6,-13.9,0,0,0,167.74,
38.414,-7.8,-12.8,0,0,1.9,299.46,
38.456,-6.7,-12.2,2.06,5.59,4.4,397.5,
38.497,-5.6,-11.1,2.06,4.89,1.9,474.98,
38.539,-5.6,-11.7,1.54,4.71,1.9,465.34,
38.581,-5,-12.2,2.57,4.19,4.4,423.64,
38.622,-5,-11.1,3.6,4.54,1.9,335.01,
38.664,-6.1,-11.1,4.12,4.54,4.4,211.64,
38.706,-7.8,-13.3,3.09,4.36,4.4,64,
38.747,-9.4,-13.3,3.6,4.19,1.9,1.39,
38.789,-10,-13.9,3.09,4.19,0,0,
38.831,-11.1,-15.6,2.06,3.67,0,0,
38.872,-12.2,-16.7,0,0,0,0,
38.914,-11.7,-15.6,2.57,2.27,1.9,0,
38.956,-11.1,-15,2.06,2.27,1.9,0,
38.997,-12.2,-15.6,2.57,2.44,1.9,0,
39.039,-11.1,-15,0,0,1.9,0,
39.081,-12.2,-15.6,3.09,2.62,7.5,0,
39.122,-11.7,-14.4,0,0,7.5,0,
39.164,-11.1,-13.9,1.54,1.75,10,0,
39.206,-11.1,-13.3,2.06,1.75,10,0,
39.247,-10.6,-12.8,2.06,1.05,10,0,
39.289,-10,-12.2,2.57,1.4,10,0.23,
39.331,-10,-12.2,2.06,1.4,10,25.56,
39.372,-10,-12.2,2.57,0.87,7.5,101.41,
39.414,-8.3,-11.7,2.57,0.7,10,201.31,
39.456,-6.1,-11.1,2.57,1.4,7.5,144.62,
39.497,-5,-11.1,2.57,1.22,7.5,289.01,
39.539,-3.3,-10.6,3.6,1.75,7.5,322.69,
39.581,-2.8,-10,4.12,2.27,7.5,283.9,
39.622,-2.2,-10,4.12,1.92,7.5,180.74,
39.664,-2.2,-10.6,3.6,2.27,7.5,80.03,
39.706,-3.3,-10.6,2.06,0.87,10,23.23,
39.747,-3.9,-10.6,2.57,1.05,7.5,0,
39.789,-3.9,-10,3.6,1.05,7.5,0,
39.831,-5,-10,3.09,0.87,7.5,0,
39.872,-5,-9.4,3.09,0.87,7.5,0,
39.914,-6.1,-11.1,3.09,0.7,10,0,
39.956,-6.1,-10.6,3.6,0.87,10,0,
39.997,-6.7,-10.6,3.6,0.7,10,0,
40.039,-6.7,-10.6,3.6,0.7,7.5,0,
40.081,-7.8,-11.1,3.6,0.7,7.5,0,
40.122,-6.7,-10.6,5.15,1.05,7.5,0,
40.164,-6.7,-10,4.63,0.87,10,0,
40.206,-6.7,-10,4.63,0.7,10,0,
40.247,-7.2,-9.4,3.09,0.7,10,0,
40.289,-7.2,-9.4,3.09,0.7,10,0,
40.331,-7.2,-8.9,3.6,0.52,10,15.45,
40.372,-6.7,-8.3,4.12,0.7,10,98.04,
40.414,-6.1,-7.8,4.12,0.87,10,139.39,
40.456,-5.6,-7.2,4.12,0.52,10,191.08,
40.497,-5.6,-7.2,3.6,0.87,10,229.65,
40.539,-5,-6.7,3.6,0.7,10,240.1,
40.581,-4.4,-6.1,3.6,0.52,10,221.98,
40.622,-4.4,-5.6,3.09,0.52,10,172.96,
40.664,-4.4,-5.6,2.57,0.87,10,121.27,
40.706,-3.9,-5,2.06,1.05,10,59.36,
40.747,-4.4,-5,2.57,1.05,10,2.56,
40.789,-4.4,-5,2.57,1.05,10,0,
40.831,-4.4,-5.6,3.09,1.05,10,0,
40.872,-4.4,-5,2.57,1.22,10,0,
40.914,-4.4,-5.6,2.06,1.4,10,0,
40.956,-4.4,-5,1.54,1.57,10,0,
40.997,-3.9,-5,1.54,1.57,10,0,
41.039,-4.4,-5.6,3.09,0.87,10,0,
41.081,-5,-6.1,4.12,1.05,10,0,
41.122,-5,-6.1,3.09,1.22,10,0,
41.164,-5.6,-6.1,4.12,0.87,10,0,
41.206,-6.1,-6.7,4.63,0.87,10,0,
41.247,-5.6,-6.1,4.63,0.87,10,0,
41.289,-5.6,-6.1,4.12,0.87,10,0,
41.331,-5.6,-6.7,3.09,1.05,10,10.34,
41.372,-5.6,-6.7,3.6,0.7,10,64.58,
41.414,-3.9,-6.1,3.6,0.87,7.5,134.16,
41.456,-3.9,-6.1,4.12,0.87,7.5,139.39,
41.497,-2.8,-5.6,3.6,0.87,10,198.75,
41.539,-2.2,-5,3.6,1.05,10,260.78,
41.581,-1.7,-4.4,4.63,1.05,10,208.97,
41.622,-0.6,-4.4,3.09,0.7,10,116.16,
41.664,-0.6,-3.3,3.09,0.7,10,69.7,
41.706,-1.1,-3.3,3.09,0.35,10,28.46,
41.747,-1.1,-3.9,2.57,0.87,10,0,
41.789,-1.7,-3.9,2.06,0.87,10,0,
41.831,-1.7,-2.8,2.06,1.4,10,0,
41.872,-2.2,-2.8,2.06,1.05,10,0,
41.914,-2.2,-2.8,3.09,1.05,10,0,
41.956,-2.2,-2.8,3.09,0.87,10,0,
41.997,-2.2,-2.8,3.09,0.87,10,0,
42.039,-2.2,-2.8,3.09,0.52,10,0,
42.081,-2.2,-2.8,2.57,0.87,10,0,
42.122,-2.2,-2.8,2.06,0.87,10,0,
42.164,-2.2,-2.8,3.09,0.7,10,0,
42.206,-2.8,-3.3,3.6,0.52,10,0,
42.247,-2.8,-3.9,4.63,0.87,10,0,
42.289,-3.3,-4.4,3.09,0.87,10,0,
42.331,-2.8,-3.9,2.57,0.7,7.5,25.79,
42.372,-2.2,-2.8,3.09,0.7,7.5,123.94,
42.414,-1.1,-3.3,3.6,0.52,7.5,273.56,
42.456,-0.6,-3.3,4.12,0.7,4.4,335.59,
42.497,0.6,-2.8,3.09,0.7,4.4,472.31,
42.539,1.1,-2.8,3.6,1.05,1.9,480.09,
42.581,1.1,-2.8,3.09,1.05,1.9,433.63,
42.622,2.2,-2.8,3.09,0.87,4.4,351.04,
42.664,1.1,-3.3,4.12,0.52,4.4,227.21,
42.706,0,-3.9,2.06,5.93,4.4,74.81,
42.747,-1.7,-4.4,2.06,6.11,4.4,2.67,
42.789,-3.3,-4.4,1.54,6.11,1.9,0,
42.831,-5.6,-6.1,0,0,1.9,0,
42.872,-6.1,-7.2,2.06,6.11,0,0,
42.914,-6.1,-6.7,1.54,0.87,0,0,
42.956,-7.8,-8.3,0,0,0,0,
42.997,-9.4,-10.6,0,0,0,0,
43.039,-10.6,-11.7,0,0,0,0,
43.081,-11.7,-13.3,1.54,5.93,0,0,
43.122,-11.1,-12.2,1.54,6.11,7.5,0,
43.164,-10.6,-11.1,0,0,7.5,0,
43.206,-10.6,-11.7,0,0,7.5,0,
43.247,-12.2,-13.3,0,0,4.4,0,
43.289,-12.2,-13.9,0,0,7.5,0,
43.331,-11.7,-12.2,0,0,7.5,28.34,
43.372,-10,-10,0,0,7.5,105.82,
43.414,-6.1,-7.2,0,0,7.5,283.9,
43.456,-4.4,-6.1,0,0,4.4,407.84,
43.497,-3.3,-5.6,2.06,4.01,7.5,464.64,
43.539,-2.2,-4.4,3.09,4.01,4.4,451.75,
43.581,-2.2,-3.9,4.63,3.67,4.4,407.84,
43.622,-1.7,-3.3,5.15,3.32,7.5,245.21,
