$Main outflows,,,,,
JDAY 1.0= 1/1/2000 12am,,,,,
JDAY,QWD1,QWD2,QWD3,QWD4,QWD5
661,52,52,52,52,52
662,52,52,52,52,52
663,52,52,52,52,52
664,52,52,52,52,52
665,49.8,49.8,49.8,49.8,49.8
666,48.88,48.88,48.88,48.88,48.88
667,51.57,51.57,51.57,51.57,51.57
668,52,52,52,52,52
669,52,52,52,52,52
670,52,52,52,52,52
671,52,52,52,52,52
672,52,52,52,52,52
673,52,52,52,52,52
674,52,52,52,52,52
675,52,52,52,52,52
676,52,52,52,52,52
677,52,52,52,52,52
678,52,52,52,52,52
679,52,52,52,52,52
680,52,52,52,52,52
681,51.49,51.49,51.49,51.49,51.49
682,52,52,52,52,52
683,51.05,51.05,51.05,51.05,51.05
684,48.34,48.34,48.34,48.34,48.34
685,48.42,48.42,48.42,48.42,48.42
686,45.74,45.74,45.74,45.74,45.74
687,44.06,44.06,44.06,44.06,44.06
688,52,52,52,52,52
689,52,52,52,52,52
690,52,52,52,52,52
691,52,52,52,52,52
692,52,52,52,52,52
693,52,52,52,52,52
694,52,52,52,52,52
695,52,52,52,52,52
696,52,52,52,52,52
697,52,52,52,52,52
698,52,52,52,52,52
699,50.74,50.74,50.74,50.74,50.74
700,44.46,44.46,44.46,44.46,44.46
701,40.38,40.38,40.38,40.38,40.38
702,42.7,42.7,42.7,42.7,42.7
703,35.23,35.23,35.23,35.23,35.23
704,31.15,31.15,31.15,31.15,31.15
705,28.47,28.47,28.47,28.47,28.47
706,26.39,26.39,26.39,26.39,26.39
707,24.52,24.52,24.52,24.52,24.52
708,29.04,29.04,29.04,29.04,29.04
709,36.96,36.96,36.96,36.96,36.96
710,24.89,24.89,24.89,24.89,24.89
711,22.41,22.41,22.41,22.41,22.41
712,22.33,22.33,22.33,22.33,22.33
713,21.65,21.65,21.65,21.65,21.65
714,20.18,20.18,20.18,20.18,20.18
715,20.3,20.3,20.3,20.3,20.3
716,20.55,20.55,20.55,20.55,20.55
717,18,18,18,18,18
718,17.45,17.45,17.45,17.45,17.45
719,17.5,17.5,17.5,17.5,17.5
720,16.35,16.35,16.35,16.35,16.35
721,15,15,15,15,15
722,14.45,14.45,14.45,14.45,14.45
723,13.56,13.56,13.56,13.56,13.56
724,13.15,13.15,13.15,13.15,13.15
725,13.24,13.24,13.24,13.24,13.24
726,13.83,13.83,13.83,13.83,13.83
727,14.5,14.5,14.5,14.5,14.5
728,12.57,12.57,12.57,12.57,12.57
729,11.9,11.9,11.9,11.9,11.9
730,15.65,15.65,15.65,15.65,15.65
731,16.3,16.3,16.3,16.3,16.3
732,12.81,12.81,12.81,12.81,12.81
733,13.66,13.66,13.66,13.66,13.66
734,11.63,11.63,11.63,11.63,11.63
735,10.94,10.94,10.94,10.94,10.94
736,10.43,10.43,10.43,10.43,10.43
737,10.08,10.08,10.08,10.08,10.08
738,9.37,9.37,9.37,9.37,9.37
739,8.88,8.88,8.88,8.88,8.88
740,9.37,9.37,9.37,9.37,9.37
741,10.2,10.2,10.2,10.2,10.2
742,9.55,9.55,9.55,9.55,9.55
743,13.36,13.36,13.36,13.36,13.36
744,9.03,9.03,9.03,9.03,9.03
745,8.56,8.56,8.56,8.56,8.56
746,7.67,7.67,7.67,7.67,7.67
747,7.14,7.14,7.14,7.14,7.14
748,6.98,6.98,6.98,6.98,6.98
749,6.67,6.67,6.67,6.67,6.67
750,6.38,6.38,6.38,6.38,6.38
751,6.5,6.5,6.5,6.5,6.5
752,6.61,6.61,6.61,6.61,6.61
753,6.52,6.52,6.52,6.52,6.52
754,6.22,6.22,6.22,6.22,6.22
755,5.83,5.83,5.83,5.83,5.83
756,5.2,5.2,5.2,5.2,5.2
757,5.2,5.2,5.2,5.2,5.2
758,5.2,5.2,5.2,5.2,5.2
759,5.2,5.2,5.2,5.2,5.2
760,5.2,5.2,5.2,5.2,5.2
761,5.2,5.2,5.2,5.2,5.2
762,5.2,5.2,5.2,5.2,5.2
763,5.2,5.2,5.2,5.2,5.2
764,5.2,5.2,5.2,5.2,5.2
765,5.2,5.2,5.2,5.2,5.2
766,5.2,5.2,5.2,5.2,5.2
767,5.2,5.2,5.2,5.2,5.2
768,5.2,5.2,5.2,5.2,5.2
769,5.2,5.2,5.2,5.2,5.2
770,5.2,5.2,5.2,5.2,5.2
771,5.2,5.2,5.2,5.2,5.2
772,5.2,5.2,5.2,5.2,5.2
773,5.2,5.2,5.2,5.2,5.2
774,5.2,5.2,5.2,5.2,5.2
775,5.2,5.2,5.2,5.2,5.2
776,5.2,5.2,5.2,5.2,5.2
777,5.2,5.2,5.2,5.2,5.2
778,5.2,5.2,5.2,5.2,5.2
779,5.2,5.2,5.2,5.2,5.2
780,5.2,5.2,5.2,5.2,5.2
781,5.2,5.2,5.2,5.2,5.2
782,5.2,5.2,5.2,5.2,5.2
783,5.2,5.2,5.2,5.2,5.2
784,5.2,5.2,5.2,5.2,5.2
785,5.2,5.2,5.2,5.2,5.2
786,5.2,5.2,5.2,5.2,5.2
787,5.2,5.2,5.2,5.2,5.2
788,5.2,5.2,5.2,5.2,5.2
789,5.2,5.2,5.2,5.2,5.2
790,5.2,5.2,5.2,5.2,5.2
791,5.2,5.2,5.2,5.2,5.2
792,5.2,5.2,5.2,5.2,5.2
793,5.2,5.2,5.2,5.2,5.2
794,5.2,5.2,5.2,5.2,5.2
795,5.2,5.2,5.2,5.2,5.2
796,5.2,5.2,5.2,5.2,5.2
797,5.2,5.2,5.2,5.2,5.2
798,5.2,5.2,5.2,5.2,5.2
799,5.2,5.2,5.2,5.2,5.2
800,5.2,5.2,5.2,5.2,5.2
801,5.2,5.2,5.2,5.2,5.2
802,5.2,5.2,5.2,5.2,5.2
803,5.2,5.2,5.2,5.2,5.2
804,5.2,5.2,5.2,5.2,5.2
805,5.2,5.2,5.2,5.2,5.2
806,5.2,5.2,5.2,5.2,5.2
807,5.2,5.2,5.2,5.2,5.2
808,5.2,5.2,5.2,5.2,5.2
809,5.2,5.2,5.2,5.2,5.2
810,5.2,5.2,5.2,5.2,5.2
811,6.15,6.15,6.15,6.15,6.15
812,5.47,5.47,5.47,5.47,5.47
813,5.2,5.2,5.2,5.2,5.2
814,5.2,5.2,5.2,5.2,5.2
815,5.2,5.2,5.2,5.2,5.2
816,5.2,5.2,5.2,5.2,5.2
817,5.2,5.2,5.2,5.2,5.2
818,5.2,5.2,5.2,5.2,5.2
819,5.2,5.2,5.2,5.2,5.2
820,5.2,5.2,5.2,5.2,5.2
821,5.2,5.2,5.2,5.2,5.2
822,5.2,5.2,5.2,5.2,5.2
823,5.2,5.2,5.2,5.2,5.2
824,5.2,5.2,5.2,5.2,5.2
825,5.2,5.2,5.2,5.2,5.2
826,5.2,5.2,5.2,5.2,5.2
827,5.2,5.2,5.2,5.2,5.2
828,5.2,5.2,5.2,5.2,5.2
829,5.2,5.2,5.2,5.2,5.2
830,5.2,5.2,5.2,5.2,5.2
831,5.2,5.2,5.2,5.2,5.2
832,5.2,5.2,5.2,5.2,5.2
833,5.2,5.2,5.2,5.2,5.2
834,5.2,5.2,5.2,5.2,5.2
835,5.2,5.2,5.2,5.2,5.2
836,6.78,6.78,6.78,6.78,6.78
837,5.2,5.2,5.2,5.2,5.2
838,5.2,5.2,5.2,5.2,5.2
839,5.2,5.2,5.2,5.2,5.2
840,5.2,5.2,5.2,5.2,5.2
841,5.2,5.2,5.2,5.2,5.2
842,5.2,5.2,5.2,5.2,5.2
843,5.2,5.2,5.2,5.2,5.2
844,5.2,5.2,5.2,5.2,5.2
845,5.2,5.2,5.2,5.2,5.2
846,5.2,5.2,5.2,5.2,5.2
847,5.2,5.2,5.2,5.2,5.2
848,5.2,5.2,5.2,5.2,5.2
849,5.2,5.2,5.2,5.2,5.2
850,5.2,5.2,5.2,5.2,5.2
851,5.2,5.2,5.2,5.2,5.2
852,5.2,5.2,5.2,5.2,5.2
853,5.2,5.2,5.2,5.2,5.2
854,5.2,5.2,5.2,5.2,5.2
855,5.2,5.2,5.2,5.2,5.2
856,5.2,5.2,5.2,5.2,5.2
857,5.2,5.2,5.2,5.2,5.2
858,5.2,5.2,5.2,5.2,5.2
859,5.2,5.2,5.2,5.2,5.2
860,5.2,5.2,5.2,5.2,5.2
861,5.2,5.2,5.2,5.2,5.2
862,5.2,5.2,5.2,5.2,5.2
863,5.2,5.2,5.2,5.2,5.2
864,5.2,5.2,5.2,5.2,5.2
865,5.2,5.2,5.2,5.2,5.2
866,5.2,5.2,5.2,5.2,5.2
867,5.2,5.2,5.2,5.2,5.2
868,12.57,12.57,12.57,12.57,12.57
869,5.2,5.2,5.2,5.2,5.2
870,5.2,5.2,5.2,5.2,5.2
871,13.11,13.11,13.11,13.11,13.11
872,12.89,12.89,12.89,12.89,12.89
873,18.72,18.72,18.72,18.72,18.72
874,12.47,12.47,12.47,12.47,12.47
875,14.07,14.07,14.07,14.07,14.07
876,44.18,44.18,44.18,44.18,44.18
877,52,52,52,52,52
878,52,52,52,52,52
879,39.85,39.85,39.85,39.85,39.85
880,36,36,36,36,36
881,49.35,49.35,49.35,49.35,49.35
882,39.31,39.31,39.31,39.31,39.31
883,35.06,35.06,35.06,35.06,35.06
884,22.62,22.62,22.62,22.62,22.62
885,20.37,20.37,20.37,20.37,20.37
886,21.93,21.93,21.93,21.93,21.93
887,52,52,52,52,52
888,46.63,46.63,46.63,46.63,46.63
889,32.39,32.39,32.39,32.39,32.39
890,39.14,39.14,39.14,39.14,39.14
891,46.1,46.1,46.1,46.1,46.1
892,52,52,52,52,52
893,49.6,49.6,49.6,49.6,49.6
894,50.96,50.96,50.96,50.96,50.96
895,50.71,50.71,50.71,50.71,50.71
896,44.27,44.27,44.27,44.27,44.27
897,30.22,30.22,30.22,30.22,30.22
898,24.84,24.84,24.84,24.84,24.84
899,22.85,22.85,22.85,22.85,22.85
900,24.47,24.47,24.47,24.47,24.47
901,22.28,22.28,22.28,22.28,22.28
902,20.3,20.3,20.3,20.3,20.3
903,16.71,16.71,16.71,16.71,16.71
904,14.93,14.93,14.93,14.93,14.93
905,13.94,13.94,13.94,13.94,13.94
906,14.16,14.16,14.16,14.16,14.16
907,11.94,11.94,11.94,11.94,11.94
908,10.61,10.61,10.61,10.61,10.61
909,12.33,12.33,12.33,12.33,12.33
910,18.42,18.42,18.42,18.42,18.42
911,10.8,10.8,10.8,10.8,10.8
912,10.21,10.21,10.21,10.21,10.21
913,9.21,9.21,9.21,9.21,9.21
914,10.06,10.06,10.06,10.06,10.06
915,10.06,10.06,10.06,10.06,10.06
916,11.67,11.67,11.67,11.67,11.67
917,34.53,34.53,34.53,34.53,34.53
918,20.34,20.34,20.34,20.34,20.34
919,52,52,52,52,52
920,41.57,41.57,41.57,41.57,41.57
921,33.59,33.59,33.59,33.59,33.59
922,27.81,27.81,27.81,27.81,27.81
923,38.22,38.22,38.22,38.22,38.22
924,43.64,43.64,43.64,43.64,43.64
925,33.25,33.25,33.25,33.25,33.25
926,25.27,25.27,25.27,25.27,25.27
927,25.88,25.88,25.88,25.88,25.88
928,23.1,23.1,23.1,23.1,23.1
929,35.91,35.91,35.91,35.91,35.91
930,42.72,42.72,42.72,42.72,42.72
931,47.34,47.34,47.34,47.34,47.34
932,43.75,43.75,43.75,43.75,43.75
933,48.97,48.97,48.97,48.97,48.97
934,46.78,46.78,46.78,46.78,46.78
935,33.99,33.99,33.99,33.99,33.99
936,28.21,28.21,28.21,28.21,28.21
937,24.42,24.42,24.42,24.42,24.42
938,21.84,21.84,21.84,21.84,21.84
939,21.05,21.05,21.05,21.05,21.05
940,19.86,19.86,19.86,19.86,19.86
941,28.88,28.88,28.88,28.88,28.88
942,34.69,34.69,34.69,34.69,34.69
943,21.5,21.5,21.5,21.5,21.5
944,18.32,18.32,18.32,18.32,18.32
945,16.13,16.13,16.13,16.13,16.13
946,16.15,16.15,16.15,16.15,16.15
947,16.16,16.16,16.16,16.16,16.16
948,18.77,18.77,18.77,18.77,18.77
949,14.11,14.11,14.11,14.11,14.11
950,16.8,16.8,16.8,16.8,16.8
951,22.62,22.62,22.62,22.62,22.62
952,22.23,22.23,22.23,22.23,22.23
953,18.24,18.24,18.24,18.24,18.24
954,23.66,23.66,23.66,23.66,23.66
955,31.47,31.47,31.47,31.47,31.47
956,17.89,17.89,17.89,17.89,17.89
957,15.3,15.3,15.3,15.3,15.3
958,14.21,14.21,14.21,14.21,14.21
959,12.72,12.72,12.72,12.72,12.72
960,12.07,12.07,12.07,12.07,12.07
961,12.44,12.44,12.44,12.44,12.44
962,24.83,24.83,24.83,24.83,24.83
963,30.35,30.35,30.35,30.35,30.35
964,50.68,50.68,50.68,50.68,50.68
965,52,52,52,52,52
966,38.34,38.34,38.34,38.34,38.34
967,29.47,29.47,29.47,29.47,29.47
968,43.8,43.8,43.8,43.8,43.8
969,52,52,52,52,52
970,52,52,52,52,52
971,52,52,52,52,52
972,52,52,52,52,52
973,52,52,52,52,52
974,52,52,52,52,52
975,52,52,52,52,52
976,52,52,52,52,52
977,52,52,52,52,52
978,52,52,52,52,52
979,52,52,52,52,52
980,52,52,52,52,52
981,52,52,52,52,52
982,52,52,52,52,52
983,52,52,52,52,52
984,52,52,52,52,52
985,52,52,52,52,52
986,52,52,52,52,52
987,52,52,52,52,52
988,52,52,52,52,52
989,49.29,49.29,49.29,49.29,49.29
990,50.1,50.1,50.1,50.1,50.1
991,52,52,52,52,52
992,52,52,52,52,52
993,52,52,52,52,52
994,52,52,52,52,52
995,52,52,52,52,52
996,52,52,52,52,52
997,52,52,52,52,52
998,52,52,52,52,52
999,52,52,52,52,52
1000,52,52,52,52,52
1001,52,52,52,52,52
1002,52,52,52,52,52
1003,52,52,52,52,52
1004,52,52,52,52,52
1005,52,52,52,52,52
1006,52,52,52,52,52
1007,52,52,52,52,52
1008,52,52,52,52,52
1009,44.53,44.53,44.53,44.53,44.53
1010,42.14,42.14,42.14,42.14,42.14
1011,39.75,39.75,39.75,39.75,39.75
1012,52,52,52,52,52
1013,49.38,49.38,49.38,49.38,49.38
1014,47.79,47.79,47.79,47.79,47.79
1015,52,52,52,52,52
1016,52,52,52,52,52
1017,52,52,52,52,52
1018,43.04,43.04,43.04,43.04,43.04
1019,38.25,38.25,38.25,38.25,38.25
1020,52,52,52,52,52
1021,52,52,52,52,52
1022,52,52,52,52,52
1023,52,52,52,52,52
1024,52,52,52,52,52
1025,52,52,52,52,52
1026,52,52,52,52,52
1027,52,52,52,52,52
1028,52,52,52,52,52
1029,51.46,51.46,51.46,51.46,51.46
1030,49.84,49.84,49.84,49.84,49.84
1031,52,52,52,52,52
1032,52,52,52,52,52
1033,52,52,52,52,52
1034,52,52,52,52,52
1035,52,52,52,52,52
1036,52,52,52,52,52
1037,52,52,52,52,52
1038,52,52,52,52,52
1039,46.67,46.67,46.67,46.67,46.67
1040,49.66,49.66,49.66,49.66,49.66
1041,44.64,44.64,44.64,44.64,44.64
1042,45.42,45.42,45.42,45.42,45.42
1043,52,52,52,52,52
1044,52,52,52,52,52
1045,52,52,52,52,52
1046,42.54,42.54,42.54,42.54,42.54
1047,36.12,36.12,36.12,36.12,36.12
1048,31.11,31.11,31.11,31.11,31.11
1049,34.49,34.49,34.49,34.49,34.49
1050,38.07,38.07,38.07,38.07,38.07
1051,33.95,33.95,33.95,33.95,33.95
1052,29.83,29.83,29.83,29.83,29.83
1053,34.31,34.31,34.31,34.31,34.31
1054,30.4,30.4,30.4,30.4,30.4
1055,27.08,27.08,27.08,27.08,27.08
1056,24.16,24.16,24.16,24.16,24.16
1057,23.84,23.84,23.84,23.84,23.84
1058,24.92,24.92,24.92,24.92,24.92
1059,29.61,29.61,29.61,29.61,29.61
1060,26.09,26.09,26.09,26.09,26.09
1061,21.57,21.57,21.57,21.57,21.57
1062,19.65,19.65,19.65,19.65,19.65
1063,18.53,18.53,18.53,18.53,18.53
1064,18.22,18.22,18.22,18.22,18.22
1065,20.1,20.1,20.1,20.1,20.1
1066,32.58,32.58,32.58,32.58,32.58
1067,21.66,21.66,21.66,21.66,21.66
1068,18.55,18.55,18.55,18.55,18.55
1069,17.23,17.23,17.23,17.23,17.23
1070,18.11,18.11,18.11,18.11,18.11
1071,18.99,18.99,18.99,18.99,18.99
1072,15.87,15.87,15.87,15.87,15.87
1073,14.56,14.56,14.56,14.56,14.56
1074,13.86,13.86,13.86,13.86,13.86
1075,13.26,13.26,13.26,13.26,13.26
1076,12.58,12.58,12.58,12.58,12.58
1077,12.28,12.28,12.28,12.28,12.28
1078,14.77,14.77,14.77,14.77,14.77
1079,17.25,17.25,17.25,17.25,17.25
1080,16.13,16.13,16.13,16.13,16.13
1081,18.35,18.35,18.35,18.35,18.35
1082,24.37,24.37,24.37,24.37,24.37
1083,18.39,18.39,18.39,18.39,18.39
1084,23.21,23.21,23.21,23.21,23.21
1085,16.63,16.63,16.63,16.63,16.63
1086,13.85,13.85,13.85,13.85,13.85
1087,12.73,12.73,12.73,12.73,12.73
1088,11.78,11.78,11.78,11.78,11.78
1089,10.96,10.96,10.96,10.96,10.96
1090,10.32,10.32,10.32,10.32,10.32
1091,9.62,9.62,9.62,9.62,9.62
1092,8.94,8.94,8.94,8.94,8.94
1093,8.52,8.52,8.52,8.52,8.52
1094,8.16,8.16,8.16,8.16,8.16
1095,7.72,7.72,7.72,7.72,7.72
1096,7.46,7.46,7.46,7.46,7.46
1097,7.22,7.22,7.22,7.22,7.22
1098,6.96,6.96,6.96,6.96,6.96
1099,6.7,6.7,6.7,6.7,6.7
1100,6.46,6.46,6.46,6.46,6.46
1101,6.2,6.2,6.2,6.2,6.2
1102,5.94,5.94,5.94,5.94,5.94
1103,5.7,5.7,5.7,5.7,5.7
1104,6.43,6.43,6.43,6.43,6.43
1105,5.2,5.2,5.2,5.2,5.2
1106,5.2,5.2,5.2,5.2,5.2
1107,5.2,5.2,5.2,5.2,5.2
1108,5.2,5.2,5.2,5.2,5.2
1109,5.2,5.2,5.2,5.2,5.2
1110,5.2,5.2,5.2,5.2,5.2
1111,5.2,5.2,5.2,5.2,5.2
1112,5.2,5.2,5.2,5.2,5.2
1113,5.2,5.2,5.2,5.2,5.2
1114,5.2,5.2,5.2,5.2,5.2
1115,5.2,5.2,5.2,5.2,5.2
1116,5.2,5.2,5.2,5.2,5.2
1117,5.2,5.2,5.2,5.2,5.2
1118,5.2,5.2,5.2,5.2,5.2
1119,5.2,5.2,5.2,5.2,5.2
1120,5.2,5.2,5.2,5.2,5.2
1121,5.2,5.2,5.2,5.2,5.2
1122,5.2,5.2,5.2,5.2,5.2
1123,5.2,5.2,5.2,5.2,5.2
1124,5.2,5.2,5.2,5.2,5.2
1125,5.2,5.2,5.2,5.2,5.2
1126,5.2,5.2,5.2,5.2,5.2
1127,5.2,5.2,5.2,5.2,5.2
1128,5.2,5.2,5.2,5.2,5.2
1129,5.2,5.2,5.2,5.2,5.2
1130,5.2,5.2,5.2,5.2,5.2
1131,5.2,5.2,5.2,5.2,5.2
1132,5.2,5.2,5.2,5.2,5.2
1133,5.2,5.2,5.2,5.2,5.2
1134,5.2,5.2,5.2,5.2,5.2
1135,5.2,5.2,5.2,5.2,5.2
1136,5.2,5.2,5.2,5.2,5.2
1137,5.2,5.2,5.2,5.2,5.2
1138,5.2,5.2,5.2,5.2,5.2
1139,5.2,5.2,5.2,5.2,5.2
1140,5.2,5.2,5.2,5.2,5.2
1141,5.2,5.2,5.2,5.2,5.2
1142,5.2,5.2,5.2,5.2,5.2
1143,5.2,5.2,5.2,5.2,5.2
1144,5.2,5.2,5.2,5.2,5.2
1145,5.2,5.2,5.2,5.2,5.2
1146,5.2,5.2,5.2,5.2,5.2
1147,5.2,5.2,5.2,5.2,5.2
1148,5.2,5.2,5.2,5.2,5.2
1149,5.2,5.2,5.2,5.2,5.2
1150,5.2,5.2,5.2,5.2,5.2
1151,5.2,5.2,5.2,5.2,5.2
1152,5.2,5.2,5.2,5.2,5.2
1153,5.2,5.2,5.2,5.2,5.2
1154,5.2,5.2,5.2,5.2,5.2
1155,5.2,5.2,5.2,5.2,5.2
1156,5.2,5.2,5.2,5.2,5.2
1157,5.2,5.2,5.2,5.2,5.2
1158,5.2,5.2,5.2,5.2,5.2
1159,5.2,5.2,5.2,5.2,5.2
1160,5.2,5.2,5.2,5.2,5.2
1161,5.2,5.2,5.2,5.2,5.2
1162,5.2,5.2,5.2,5.2,5.2
1163,5.2,5.2,5.2,5.2,5.2
1164,5.2,5.2,5.2,5.2,5.2
1165,5.2,5.2,5.2,5.2,5.2
1166,5.2,5.2,5.2,5.2,5.2
1167,5.2,5.2,5.2,5.2,5.2
1168,5.2,5.2,5.2,5.2,5.2
1169,5.2,5.2,5.2,5.2,5.2
1170,5.2,5.2,5.2,5.2,5.2
1171,5.2,5.2,5.2,5.2,5.2
1172,5.2,5.2,5.2,5.2,5.2
1173,5.2,5.2,5.2,5.2,5.2
1174,5.2,5.2,5.2,5.2,5.2
1175,5.2,5.2,5.2,5.2,5.2
1176,5.2,5.2,5.2,5.2,5.2
1177,5.2,5.2,5.2,5.2,5.2
1178,5.2,5.2,5.2,5.2,5.2
1179,5.2,5.2,5.2,5.2,5.2
1180,5.2,5.2,5.2,5.2,5.2
1181,5.2,5.2,5.2,5.2,5.2
1182,8.88,8.88,8.88,8.88,8.88
1183,7.42,7.42,7.42,7.42,7.42
1184,5.2,5.2,5.2,5.2,5.2
1185,5.2,5.2,5.2,5.2,5.2
1186,5.2,5.2,5.2,5.2,5.2
1187,5.2,5.2,5.2,5.2,5.2
1188,5.2,5.2,5.2,5.2,5.2
1189,5.2,5.2,5.2,5.2,5.2
1190,5.2,5.2,5.2,5.2,5.2
1191,5.2,5.2,5.2,5.2,5.2
1192,5.2,5.2,5.2,5.2,5.2
1193,5.2,5.2,5.2,5.2,5.2
1194,5.2,5.2,5.2,5.2,5.2
1195,5.2,5.2,5.2,5.2,5.2
1196,6.72,6.72,6.72,6.72,6.72
1197,5.2,5.2,5.2,5.2,5.2
1198,5.2,5.2,5.2,5.2,5.2
1199,5.2,5.2,5.2,5.2,5.2
1200,5.2,5.2,5.2,5.2,5.2
1201,5.2,5.2,5.2,5.2,5.2
1202,5.2,5.2,5.2,5.2,5.2
1203,5.2,5.2,5.2,5.2,5.2
1204,5.2,5.2,5.2,5.2,5.2
1205,5.2,5.2,5.2,5.2,5.2
1206,5.2,5.2,5.2,5.2,5.2
1207,5.2,5.2,5.2,5.2,5.2
1208,5.47,5.47,5.47,5.47,5.47
1209,7.33,7.33,7.33,7.33,7.33
1210,16.72,16.72,16.72,16.72,16.72
1211,13,13,13,13,13
1212,18.21,18.21,18.21,18.21,18.21
1213,19.56,19.56,19.56,19.56,19.56
1214,23.3,23.3,23.3,23.3,23.3
1215,33.65,33.65,33.65,33.65,33.65
1216,42.19,42.19,42.19,42.19,42.19
1217,19.74,19.74,19.74,19.74,19.74
1218,18.68,18.68,18.68,18.68,18.68
1219,21.63,21.63,21.63,21.63,21.63
1220,12.73,12.73,12.73,12.73,12.73
1221,11.96,11.96,11.96,11.96,11.96
1222,15.67,15.67,15.67,15.67,15.67
1223,14.81,14.81,14.81,14.81,14.81
1224,24.16,24.16,24.16,24.16,24.16
1225,36.3,36.3,36.3,36.3,36.3
1226,25.45,25.45,25.45,25.45,25.45
1227,31.99,31.99,31.99,31.99,31.99
1228,52,52,52,52,52
1229,52,52,52,52,52
1230,32.03,32.03,32.03,32.03,32.03
1231,23.78,23.78,23.78,23.78,23.78
1232,26.51,26.51,26.51,26.51,26.51
1233,35.24,35.24,35.24,35.24,35.24
1234,50.57,50.57,50.57,50.57,50.57
1235,32.9,32.9,32.9,32.9,32.9
1236,25.63,25.63,25.63,25.63,25.63
1237,22.16,22.16,22.16,22.16,22.16
1238,26.29,26.29,26.29,26.29,26.29
1239,35.22,35.22,35.22,35.22,35.22
1240,36.35,36.35,36.35,36.35,36.35
1241,48.28,48.28,48.28,48.28,48.28
1242,52,52,52,52,52
1243,52,52,52,52,52
1244,52,52,52,52,52
1245,52,52,52,52,52
1246,52,52,52,52,52
1247,52,52,52,52,52
1248,49.2,49.2,49.2,49.2,49.2
1249,52,52,52,52,52
1250,51.66,51.66,51.66,51.66,51.66
1251,52,52,52,52,52
1252,52,52,52,52,52
1253,52,52,52,52,52
1254,52,52,52,52,52
1255,46.71,46.71,46.71,46.71,46.71
1256,44.04,44.04,44.04,44.04,44.04
1257,41.97,41.97,41.97,41.97,41.97
1258,52,52,52,52,52
1259,52,52,52,52,52
1260,52,52,52,52,52
1261,52,52,52,52,52
1262,52,52,52,52,52
1263,52,52,52,52,52
1264,52,52,52,52,52
1265,52,52,52,52,52
1266,52,52,52,52,52
1267,52,52,52,52,52
1268,52,52,52,52,52
1269,52,52,52,52,52
1270,52,52,52,52,52
1271,52,52,52,52,52
1272,52,52,52,52,52
1273,52,52,52,52,52
1274,52,52,52,52,52
1275,52,52,52,52,52
1276,52,52,52,52,52
1277,46.4,46.4,46.4,46.4,46.4
1278,41.45,41.45,41.45,41.45,41.45
1279,37.91,37.91,37.91,37.91,37.91
1280,45.96,45.96,45.96,45.96,45.96
1281,52,52,52,52,52
1282,52,52,52,52,52
1283,52,52,52,52,52
1284,52,52,52,52,52
1285,52,52,52,52,52
1286,52,52,52,52,52
1287,52,52,52,52,52
1288,52,52,52,52,52
1289,50.42,50.42,50.42,50.42,50.42
1290,46.27,46.27,46.27,46.27,46.27
1291,44.12,44.12,44.12,44.12,44.12
1292,48.78,48.78,48.78,48.78,48.78
1293,52,52,52,52,52
1294,49.45,49.45,49.45,49.45,49.45
1295,39.68,39.68,39.68,39.68,39.68
1296,35.12,35.12,35.12,35.12,35.12
1297,31.55,31.55,31.55,31.55,31.55
1298,29.99,29.99,29.99,29.99,29.99
1299,30.02,30.02,30.02,30.02,30.02
1300,25.86,25.86,25.86,25.86,25.86
1301,27.69,27.69,27.69,27.69,27.69
1302,38.93,38.93,38.93,38.93,38.93
1303,44.16,44.16,44.16,44.16,44.16
1304,27.6,27.6,27.6,27.6,27.6
1305,25.03,25.03,25.03,25.03,25.03
1306,23.27,23.27,23.27,23.27,23.27
1307,25.1,25.1,25.1,25.1,25.1
1308,29.14,29.14,29.14,29.14,29.14
1309,45.17,45.17,45.17,45.17,45.17
1310,34.01,34.01,34.01,34.01,34.01
1311,34.24,34.24,34.24,34.24,34.24
1312,34.88,34.88,34.88,34.88,34.88
1313,51.71,51.71,51.71,51.71,51.71
1314,42.95,42.95,42.95,42.95,42.95
1315,43.98,43.98,43.98,43.98,43.98
1316,41.22,41.22,41.22,41.22,41.22
1317,31.05,31.05,31.05,31.05,31.05
1318,30.29,30.29,30.29,30.29,30.29
1319,35.52,35.52,35.52,35.52,35.52
1320,52,52,52,52,52
1321,44.59,44.59,44.59,44.59,44.59
1322,45.23,45.23,45.23,45.23,45.23
1323,48.66,48.66,48.66,48.66,48.66
1324,52,52,52,52,52
1325,52,52,52,52,52
1326,42.82,42.82,42.82,42.82,42.82
1327,34.94,34.94,34.94,34.94,34.94
1328,33.46,33.46,33.46,33.46,33.46
1329,51.38,51.38,51.38,51.38,51.38
1330,47.9,47.9,47.9,47.9,47.9
1331,51.22,51.22,51.22,51.22,51.22
1332,45.34,45.34,45.34,45.34,45.34
1333,38.26,38.26,38.26,38.26,38.26
1334,31.58,31.58,31.58,31.58,31.58
1335,28.1,28.1,28.1,28.1,28.1
1336,28.82,28.82,28.82,28.82,28.82
1337,36.54,36.54,36.54,36.54,36.54
1338,43.86,43.86,43.86,43.86,43.86
1339,29.99,29.99,29.99,29.99,29.99
1340,35.51,35.51,35.51,35.51,35.51
1341,36.23,36.23,36.23,36.23,36.23
1342,35.35,35.35,35.35,35.35,35.35
1343,52,52,52,52,52
1344,52,52,52,52,52
