$spokane temperature and wind data data -2000,,,,,,
cloud cover based on odessa short wave solar data,,,,,,
JDAY,TAIR,TDEW,WIND,PHI,CLOUD,
106.622,10,5.6,4.12,3.32,9.26,
106.664,11.1,4.4,4.63,3.32,9.26,
106.706,10.6,4.4,3.6,3.32,9.26,
106.747,10,5,3.09,3.32,9.26,
106.789,8.3,5,2.06,2.44,9.26,
106.831,8.3,5,1.54,2.27,9.26,
106.872,7.2,5,2.57,2.97,9.26,
106.914,6.7,5,0,0,9.26,
106.956,6.7,5,2.06,2.62,9.26,
106.997,6.1,4.4,1.54,0.35,9.26,
107.039,5.6,4.4,1.54,0.87,5.09,
107.081,5.6,5,3.6,0.87,5.09,
107.122,4.4,3.9,3.09,0.52,5.09,
107.164,5,4.4,4.12,0.87,5.09,
107.206,5,5,2.57,1.05,5.09,
107.247,5,5,3.09,1.05,5.09,
107.289,5,4.4,3.6,1.05,5.09,
107.331,5.6,5,3.09,0.52,5.09,
107.372,7.2,5.6,3.6,0.7,5.09,
107.414,8.9,6.1,3.6,0.7,5.09,
107.456,11.1,6.1,3.09,0.87,5.09,
107.497,12.2,6.1,1.54,0,5.09,
107.539,12.8,5.6,0,0,5.09,
107.581,12.2,6.1,3.09,3.67,5.09,
107.622,8.9,6.7,8.75,4.71,5.09,
107.664,10.6,7.2,4.12,4.71,5.09,
107.706,10.6,6.1,3.6,4.71,5.09,
107.747,10,5.6,0,0,5.09,
107.789,7.8,5,2.06,3.32,5.09,
107.831,6.7,4.4,2.06,3.32,5.09,
107.872,6.7,4.4,3.6,2.62,5.09,
107.914,6.1,4.4,3.09,2.97,5.09,
107.956,5,3.9,3.09,2.44,5.09,
107.997,5.6,5,3.09,2.62,5.09,
108.039,6.7,6.1,4.12,2.79,0,
108.081,6.7,5.6,0,0,0,
108.122,6.7,5.6,0,0,0,
108.164,6.1,5.6,0,0,0,
108.206,6.7,5.6,0,0,0,
108.247,6.7,5.6,0,0,0,
108.289,8.3,6.1,1.54,0,0,
108.331,9.4,7.2,2.06,0,0,
108.372,10.6,7.2,2.57,0.7,0,
108.414,12.2,7.8,1.54,1.57,0,
108.456,13.9,7.2,0,0,0,
108.497,15.6,7.8,3.09,1.22,0,
108.539,15.6,6.7,1.54,0,0,
108.581,16.1,6.1,3.6,0.17,0,
108.622,15.6,5,2.06,4.54,0,
108.664,16.1,5,2.57,1.4,0,
108.706,16.1,5,2.06,0,0,
108.747,13.9,5.6,3.09,6.28,0,
108.789,12.8,5.6,4.12,0.17,0,
108.831,12.8,5,2.06,0.87,0,
108.872,12.2,5,2.06,1.05,0,
108.914,9.4,5,1.54,1.05,0,
108.956,8.3,5,2.57,0.7,0,
108.997,7.8,5,2.57,0.87,0,
109.039,7.2,4.4,3.09,0.7,0,
109.081,6.1,3.9,4.12,0.35,0,
109.122,6.7,4.4,3.09,0.87,0,
109.164,6.7,3.9,3.09,0.87,0,
109.206,5.6,3.3,3.09,0.7,0,
109.247,6.7,3.3,2.57,0.87,0,
109.289,8.3,3.9,4.12,0.87,0,
109.331,10,3.9,4.12,0.35,0,
109.372,12.8,3.9,6.17,0.35,0,
109.414,14.4,3.9,5.66,6.28,0,
109.456,16.1,4.4,4.63,0.17,0,
109.497,17.8,5.6,4.63,0.35,0,
109.539,18.3,2.8,4.12,5.93,0,
109.581,18.9,1.1,5.15,5.93,0,
109.622,19.4,2.8,5.15,4.89,0,
109.664,18.9,4.4,6.69,5.06,0,
109.706,18.3,3.3,5.66,4.71,0,
109.747,16.7,3.3,4.63,4.89,0,
109.789,12.2,4.4,4.12,4.54,0,
109.831,11.1,5,4.63,4.19,0,
109.872,9.4,5,4.12,4.19,0,
109.914,10.6,5.6,4.12,3.84,0,
109.956,9.4,5.6,4.63,3.84,0,
109.997,9.4,5.6,4.63,3.84,0,
110.039,7.8,4.4,4.63,3.14,7.05,
110.081,7.8,2.8,7.2,3.49,7.05,
110.122,6.7,1.7,5.66,3.32,7.05,
110.164,6.1,1.1,6.17,3.49,7.05,
110.206,5.6,1.7,5.66,3.49,7.05,
110.247,5.6,2.8,4.12,2.97,7.05,
110.289,7.2,2.8,5.15,3.14,7.05,
110.331,8.9,2.8,5.15,3.49,7.05,
110.372,10.6,3.9,3.6,3.32,7.05,
110.414,11.7,2.2,5.15,3.32,7.05,
110.456,12.8,3.9,5.15,3.14,7.05,
110.497,13.3,2.8,5.66,3.67,7.05,
110.539,14.4,2.8,4.12,2.79,7.05,
110.581,15,1.7,4.63,3.67,7.05,
110.622,15,2.8,3.6,3.67,7.05,
110.664,15.6,2.2,5.15,4.36,7.05,
110.706,15,2.8,3.6,3.49,7.05,
110.747,13.9,3.3,4.12,3.67,7.05,
110.789,11.7,3.3,2.57,3.67,7.05,
110.831,10.6,2.2,2.06,3.14,7.05,
110.872,8.3,2.8,3.09,2.79,7.05,
110.914,6.7,2.2,2.06,3.67,7.05,
110.956,6.7,1.7,1.54,3.49,7.05,
110.997,5,1.7,3.6,2.79,7.05,
111.039,5,1.7,2.06,2.62,1.29,
111.081,5,2.2,3.6,2.62,1.29,
111.122,4.4,2.2,4.12,2.79,1.29,
111.164,4.4,2.2,3.6,2.44,1.29,
111.206,2.8,1.7,3.09,2.79,1.29,
111.247,4.4,2.2,1.54,2.79,1.29,
111.289,7.2,3.9,3.09,2.79,1.29,
111.331,10,4.4,5.15,2.79,1.29,
111.372,11.1,5,2.57,0,1.29,
111.414,12.8,5,4.12,3.49,1.29,
111.456,13.9,5.6,3.09,3.14,1.29,
111.497,14.4,6.1,3.6,4.54,1.29,
111.539,15.6,5,1.54,0,1.29,
111.581,15.6,4.4,2.06,5.06,1.29,
111.622,16.1,3.3,0,0,1.29,
111.664,16.7,3.3,0,0,1.29,
111.706,16.7,3.9,1.54,0,1.29,
111.747,15,5.6,3.09,4.71,1.29,
111.789,12.8,5,2.57,4.89,1.29,
111.831,11.1,5.6,2.06,3.32,1.29,
111.872,11.1,5,0,0,1.29,
111.914,10,5,0,0,1.29,
111.956,6.7,3.9,1.54,4.19,1.29,
111.997,6.1,3.9,0,0,1.29,
112.039,7.2,3.9,0,0,0,
112.081,5.6,3.9,0,0,0,
112.122,4.4,2.2,0,0,0,
112.164,5,2.8,0,0,0,
112.206,6.1,4.4,1.54,1.4,0,
112.247,7.2,5.6,2.06,0.87,0,
112.289,9.4,6.1,2.06,1.4,0,
112.331,11.1,6.7,1.54,0,0,
112.372,13.3,7.8,2.06,2.27,0,
112.414,15.6,7.8,2.57,1.22,0,
112.456,17.2,7.8,2.06,0,0,
112.497,18.3,7.2,0,0,0,
112.539,18.9,7.2,3.6,3.14,0,
112.581,18.9,6.7,1.54,0,0,
112.622,19.4,5,1.54,0,0,
112.664,19.4,5,3.09,3.49,0,
112.706,18.3,4.4,2.57,3.84,0,
112.747,17.8,6.1,2.57,4.19,0,
112.789,16.1,5.6,2.06,2.62,0,
112.831,13.3,6.1,3.09,3.14,0,
112.872,13.9,5.6,4.12,2.62,0,
112.914,11.7,5.6,3.6,2.97,0,
112.956,12.2,6.7,4.63,2.79,0,
112.997,13.3,7.8,6.17,3.32,0,
113.039,12.8,8.3,6.17,3.49,3.6,
113.081,11.7,6.7,6.69,3.84,3.6,
113.122,10,5.6,6.69,3.49,3.6,
113.164,10,5,7.72,3.49,3.6,
113.206,9.4,5.6,8.23,3.49,3.6,
113.247,8.9,5.6,8.23,3.49,3.6,
113.289,9.4,5,7.2,3.67,3.6,
113.331,11.1,5,7.2,3.67,3.6,
113.372,12.2,4.4,9.26,3.84,3.6,
113.414,11.7,3.3,10.8,4.01,3.6,
113.456,12.8,3.3,10.8,3.84,3.6,
113.497,12.8,2.8,9.26,3.84,3.6,
113.539,13.9,2.8,9.78,3.84,3.6,
113.581,13.3,0.6,8.75,4.01,3.6,
113.622,13.3,0,7.72,3.84,3.6,
113.664,13.9,-4.4,9.78,4.01,3.6,
113.706,12.8,-2.2,8.75,4.01,3.6,
113.747,11.1,-3.9,8.75,4.19,3.6,
113.789,9.4,-4.4,6.69,3.84,3.6,
113.831,7.8,-2.8,6.17,4.01,3.6,
113.872,6.7,-3.9,5.15,3.84,3.6,
113.914,6.1,-4.4,6.69,4.19,3.6,
113.956,5,-3.9,4.63,3.67,3.6,
113.997,3.3,-2.8,5.15,3.84,3.6,
114.039,2.8,-2.8,5.66,3.32,0,
114.081,1.1,-2.2,5.15,2.79,0,
114.122,0.6,-2.2,4.12,3.32,0,
114.164,1.7,-1.7,8.23,3.49,0,
114.206,1.1,-1.1,6.17,3.32,0,
114.247,2.8,-0.6,7.72,3.67,0,
114.289,4.4,-0.6,8.75,3.67,0,
114.331,6.1,-0.6,7.72,3.84,0,
114.372,7.8,-0.6,7.2,3.32,0,
114.414,8.9,-1.1,6.69,3.84,0,
114.456,8.9,-2.2,6.17,3.67,0,
114.497,8.9,-0.6,7.2,3.84,0,
114.539,10.6,-0.6,6.69,3.84,0,
114.581,10,-2.8,6.17,3.84,0,
114.622,10.6,-2.8,7.72,3.84,0,
114.664,10,-2.8,5.15,3.84,0,
114.706,10.6,-2.8,6.69,3.67,0,
114.747,9.4,-3.3,5.15,3.32,0,
114.789,7.2,-2.8,3.09,3.32,0,
114.831,6.1,-2.8,3.6,3.14,0,
114.872,6.1,-1.1,4.63,4.19,0,
114.914,4.4,1.1,6.17,4.89,0,
114.956,3.3,1.1,3.6,3.84,0,
114.997,1.7,0,4.12,2.97,0,
115.039,3.3,1.1,4.12,3.14,7.75,
115.081,1.7,-1.1,7.2,3.49,7.75,
115.122,0,-3.9,6.17,3.32,7.75,
115.164,-0.6,-5,7.72,3.32,7.75,
115.206,-1.1,-4.4,7.72,3.32,7.75,
115.247,0,-1.7,6.17,3.84,7.75,
115.289,1.1,-0.6,6.17,3.49,7.75,
115.331,3.9,-2.8,6.69,3.49,7.75,
115.414,7.2,-3.3,5.15,4.01,7.75,
115.456,9.4,-5.6,4.12,4.19,7.75,
115.497,8.3,-4.4,6.17,3.84,7.75,
115.539,7.8,-6.1,3.09,3.84,7.75,
115.581,7.8,-6.1,3.09,3.32,7.75,
115.622,9.4,-5.6,3.6,4.19,7.75,
115.664,9.4,-7.8,2.06,0,7.75,
115.706,8.9,-8.3,0,0,7.75,
115.747,8.3,-7.8,3.09,2.44,7.75,
115.789,7.2,-7.8,2.57,2.09,7.75,
115.831,7.2,-7.8,2.57,1.92,7.75,
115.872,6.7,-7.2,3.09,1.57,7.75,
115.914,6.1,-6.1,4.12,1.05,7.75,
115.956,5,-5.6,4.12,1.05,7.75,
115.997,4.4,-5,3.6,0.87,7.75,
116.039,4.4,-5.6,4.63,0.87,0,
116.081,3.9,-4.4,3.09,1.05,0,
116.122,3.3,-4.4,4.63,0.87,0,
116.164,3.3,-4.4,6.17,0.87,0,
116.206,3.9,-4.4,5.66,0.87,0,
116.247,4.4,-3.9,2.57,1.22,0,
116.289,4.4,-1.1,3.6,1.4,0,
116.331,3.9,-0.6,2.57,1.4,0,
116.372,5.6,0,3.09,1.22,0,
116.414,6.1,0,3.6,1.22,0,
116.456,6.1,0,5.66,3.49,0,
116.497,7.8,2.8,3.09,4.54,0,
116.539,7.8,3.9,3.6,3.67,0,
116.581,9.4,3.3,3.09,3.49,0,
116.622,10.6,2.2,5.66,4.19,0,
116.664,10.6,0,6.17,4.36,0,
116.706,10.6,-0.6,5.15,4.54,0,
116.747,9.4,0,5.66,3.67,0,
116.789,6.7,1.7,5.66,4.54,0,
116.831,5,0.6,3.09,4.19,0,
116.872,3.3,0.6,2.57,3.32,0,
116.914,2.2,0,3.09,2.97,0,
116.956,3.3,0,1.54,2.79,0,
116.997,1.1,-0.6,3.6,2.97,0,
117.039,0.6,-0.6,2.57,2.79,6.67,
117.081,0.6,-0.6,4.12,2.62,6.67,
117.122,0,-0.6,5.15,2.79,6.67,
117.164,0,-0.6,4.63,2.79,6.67,
117.206,0,-0.6,4.63,2.79,6.67,
117.247,1.7,0.6,3.6,2.62,6.67,
117.289,4.4,1.7,4.63,2.27,6.67,
117.331,6.7,2.2,3.09,1.92,6.67,
117.372,8.3,2.2,3.09,1.75,6.67,
117.414,9.4,2.2,3.09,2.79,6.67,
117.456,10.6,1.7,4.63,2.09,6.67,
117.497,12.2,1.1,4.12,2.44,6.67,
117.539,11.1,-0.6,3.6,2.62,6.67,
117.581,13.3,0,2.06,0,6.67,
117.622,13.9,0.6,4.12,2.27,6.67,
117.664,14.4,0.6,2.57,0.35,6.67,
117.706,13.9,0,1.54,1.57,6.67,
117.747,13.3,0.6,3.09,0.7,6.67,
117.789,12.2,1.7,3.09,0.35,6.67,
117.831,11.1,1.7,3.6,0.52,6.67,
117.872,11.7,1.1,3.09,0.87,6.67,
117.914,10.6,1.7,3.6,0.7,6.67,
117.956,10,1.1,3.6,0.87,6.67,
117.997,9.4,1.7,3.6,0.7,6.67,
118.039,7.8,1.1,3.6,0.87,3.47,
118.081,8.3,0.6,4.12,0.87,3.47,
118.122,7.2,0.6,4.63,0.87,3.47,
118.164,7.2,0.6,4.12,0.87,3.47,
118.206,6.7,0.6,5.15,1.05,3.47,
118.247,7.8,0.6,6.17,1.05,3.47,
118.289,10,1.1,6.69,1.05,3.47,
118.331,12.2,1.7,6.17,0.87,3.47,
118.372,14.4,2.8,7.2,1.05,3.47,
118.414,16.7,3.9,4.63,1.05,3.47,
118.456,18.9,5,6.17,0.87,3.47,
118.497,20.6,5.6,5.15,1.05,3.47,
118.539,22.2,7.2,5.15,0.7,3.47,
118.581,23.3,7.2,5.66,0.7,3.47,
118.622,23.3,7.2,2.57,1.05,3.47,
118.664,22.8,7.8,2.06,1.4,3.47,
118.706,22.2,8.3,2.57,1.22,3.47,
118.747,21.1,7.8,3.09,1.05,3.47,
118.789,16.1,10.6,6.17,4.36,3.47,
118.831,15,11.1,7.72,3.67,3.47,
118.872,13.3,10,7.2,3.32,3.47,
118.914,10.6,8.3,7.72,3.49,3.47,
118.956,9.4,6.7,8.23,3.32,3.47,
118.997,7.8,5,10.29,3.49,3.47,
119.039,6.7,4.4,8.75,3.49,0,
119.081,5,4.4,7.2,3.49,0,
119.122,5,3.3,8.23,3.14,0,
119.164,3.9,2.2,7.2,2.97,0,
119.206,3.3,1.7,6.69,2.97,0,
119.247,3.9,1.1,8.23,3.67,0,
119.289,4.4,0.6,7.72,3.67,0,
119.331,5,0.6,10.29,3.49,0,
119.372,6.1,0.6,9.78,3.67,0,
119.414,7.8,0,8.75,3.84,0,
119.456,8.3,-0.6,8.23,3.84,0,
119.497,8.9,-1.1,5.66,3.84,0,
119.539,10,-1.7,7.72,4.01,0,
119.581,10,-1.1,6.69,4.19,0,
119.622,11.7,-1.1,8.23,4.01,0,
119.664,10.6,-2.2,7.72,3.84,0,
119.706,10.6,-1.1,6.17,3.49,0,
119.747,9.4,0,5.15,3.32,0,
119.789,7.8,-0.6,5.15,3.67,0,
119.831,5.6,0.6,4.12,3.67,0,
119.872,5,0,4.12,3.67,0,
119.914,4.4,0,3.09,3.67,0,
119.956,2.8,-0.6,3.6,2.97,0,
119.997,3.9,0,4.63,3.49,0,
120.039,2.8,0,4.63,3.32,3.52,
120.081,1.7,-1.1,4.12,3.14,3.52,
120.122,0.6,-1.7,4.12,3.32,3.52,
120.164,0.6,-2.2,7.2,3.49,3.52,
120.206,0,-2.2,6.17,3.49,3.52,
120.247,1.7,-1.1,4.63,2.97,3.52,
120.289,3.3,0,5.66,3.14,3.52,
120.331,5,0,4.63,3.49,3.52,
120.372,6.7,0.6,5.66,3.84,3.52,
120.414,7.8,0,5.15,3.49,3.52,
120.456,9.4,-0.6,3.6,3.67,3.52,
120.497,10,0,4.63,3.84,3.52,
120.539,10,-0.6,3.09,0,3.52,
120.581,11.1,-0.6,3.6,3.14,3.52,
120.622,11.7,-1.7,5.15,3.67,3.52,
120.664,11.7,-2.8,0,0,3.52,
120.706,11.7,-2.2,4.12,3.67,3.52,
120.747,11.1,-1.7,3.6,3.32,3.52,
120.789,10.6,-2.2,0,0,3.52,
120.831,9.4,-1.7,2.06,1.75,3.52,
120.872,9.4,-1.7,1.54,1.92,3.52,
120.914,7.8,-1.1,0,0,3.52,
120.956,7.2,0,0,0,3.52,
120.997,7.8,0,0,0,3.52,
121.039,6.7,0.6,0,0,3.98,
121.081,7.2,0.6,2.06,1.05,3.98,
121.122,6.1,0.6,3.09,0.7,3.98,
121.164,6.7,0,3.09,0.87,3.98,
121.206,6.7,0.6,3.6,0.87,3.98,
121.247,7.2,0.6,4.12,1.05,3.98,
121.289,8.9,1.1,5.66,0.87,3.98,
121.331,11.7,1.7,3.6,1.05,3.98,
121.372,13.3,2.2,3.09,1.05,3.98,
121.414,15.6,2.2,3.6,2.62,3.98,
121.456,17.2,3.3,4.12,2.27,3.98,
121.497,19.4,2.8,3.09,2.97,3.98,
121.539,20,1.7,3.09,3.67,3.98,
121.581,20,1.7,4.63,3.84,3.98,
121.622,21.1,2.2,3.6,3.67,3.98,
121.664,21.7,1.1,5.66,3.49,3.98,
121.706,20.6,0.6,4.63,3.84,3.98,
121.747,19.4,2.8,2.06,4.01,3.98,
121.789,18.9,1.7,0,0,3.98,
121.831,13.9,3.3,0,0,3.98,
121.872,12.8,3.9,0,0,3.98,
121.914,13.9,1.7,2.06,0.52,3.98,
121.956,12.2,1.7,2.06,0.7,3.98,
121.997,12.2,3.3,2.06,1.22,3.98,
122.039,10.6,2.8,1.54,0.52,5.26,
122.081,10,3.3,1.54,1.22,5.26,
122.122,8.3,3.9,3.09,2.79,5.26,
122.164,10.6,5,6.69,3.84,5.26,
122.206,8.9,3.9,6.69,4.01,5.26,
122.247,10.6,3.3,3.6,4.01,5.26,
122.289,11.7,5,4.12,2.79,5.26,
122.331,13.9,5.6,5.15,3.32,5.26,
122.372,15.6,3.9,5.66,3.49,5.26,
122.414,16.1,2.8,6.17,3.84,5.26,
122.456,17.8,3.3,6.69,3.49,5.26,
122.497,18.3,3.3,4.12,4.01,5.26,
122.539,17.8,2.8,5.66,4.19,5.26,
122.581,18.3,2.8,2.06,0,5.26,
122.622,18.9,3.3,3.09,3.67,5.26,
122.664,18.9,3.3,3.09,4.36,5.26,
122.706,18.3,2.8,3.6,3.14,5.26,
122.747,16.7,3.9,2.57,4.19,5.26,
122.789,16.7,3.9,2.06,5.24,5.26,
122.831,15.6,6.1,2.06,4.54,5.26,
122.872,13.3,7.8,4.12,4.89,5.26,
122.914,12.2,9.4,2.57,3.84,5.26,
122.956,11.7,8.9,5.66,3.49,5.26,
122.997,10.6,10,3.6,2.62,5.26,
123.039,11.1,10,5.15,3.49,8.31,
123.081,10.6,10,5.66,4.19,8.31,
123.122,10,9.4,4.63,4.19,8.31,
123.164,10,8.9,3.6,4.01,8.31,
123.206,10,8.9,3.09,3.84,8.31,
123.247,10,8.9,3.6,3.49,8.31,
123.289,10.6,9.4,4.12,3.67,8.31,
123.331,10,8.9,6.69,3.67,8.31,
123.372,10,8.9,6.69,3.84,8.31,
123.414,10,8.3,6.17,4.01,8.31,
123.456,12.8,8.9,4.12,3.84,8.31,
123.497,14.4,7.8,7.2,3.84,8.31,
123.539,15,8.3,7.2,3.67,8.31,
123.581,16.1,7.2,6.69,3.49,8.31,
123.622,15.6,7.2,7.2,3.67,8.31,
123.664,15,6.7,7.2,3.67,8.31,
123.706,15,5.6,6.17,3.49,8.31,
123.747,13.3,6.1,3.6,3.32,8.31,
123.789,12.2,6.1,2.57,2.62,8.31,
123.831,11.1,6.7,2.57,2.62,8.31,
123.872,10,6.7,3.09,2.62,8.31,
123.914,9.4,6.7,3.6,2.79,8.31,
123.956,9.4,6.7,3.09,2.62,8.31,
123.997,10,6.7,3.6,2.44,8.31,
124.039,10,6.7,3.09,3.32,1.8,
124.081,10.6,6.7,2.06,1.92,1.8,
124.122,9.4,7.8,2.57,1.57,1.8,
124.164,9.4,7.8,0,0,1.8,
124.206,10,7.2,3.09,1.92,1.8,
124.247,10,7.8,0,0,1.8,
124.289,10,7.8,3.6,0.87,1.8,
124.331,10.6,8.3,4.12,1.05,1.8,
124.372,10.6,8.9,4.63,1.05,1.8,
124.414,12.2,8.9,2.06,0,1.8,
124.456,12.2,8.3,0,0,1.8,
124.497,13.3,9.4,0,0,1.8,
124.539,12.8,8.9,6.69,4.36,1.8,
124.581,12.2,8.3,7.2,3.67,1.8,
124.622,13.9,8.9,8.75,3.84,1.8,
124.664,13.3,5,8.75,4.19,1.8,
124.706,12.8,4.4,7.2,4.19,1.8,
124.747,12.2,3.9,7.2,4.19,1.8,
124.789,10.6,3.3,6.17,3.84,1.8,
124.831,8.3,3.3,4.12,4.54,1.8,
124.872,7.2,1.7,4.12,3.84,1.8,
124.914,5.6,1.1,3.09,3.84,1.8,
124.956,5.6,0.6,3.6,3.49,1.8,
124.997,4.4,0,4.63,3.14,1.8,
125.039,4.4,1.1,4.12,2.79,5.78,
125.081,5,0.6,3.09,3.14,5.78,
125.122,5,0.6,5.15,3.49,5.78,
125.164,5,0.6,5.15,3.67,5.78,
125.206,4.4,0.6,3.6,3.67,5.78,
125.247,5.6,1.1,6.69,3.49,5.78,
125.289,6.7,1.1,7.72,3.84,5.78,
125.331,7.2,1.1,7.2,3.84,5.78,
125.372,8.3,1.7,6.69,4.01,5.78,
125.414,10,2.2,7.2,3.84,5.78,
125.456,9.4,1.7,5.15,3.32,5.78,
125.497,9.4,1.7,6.17,3.49,5.78,
125.539,10,2.2,6.69,3.67,5.78,
125.581,10.6,0.6,5.66,3.32,5.78,
125.622,11.1,1.1,5.66,3.32,5.78,
125.664,10.6,0.6,6.69,3.32,5.78,
125.706,11.1,0.6,5.15,3.32,5.78,
125.747,10.6,1.7,3.6,3.14,5.78,
125.789,8.9,1.7,3.09,2.97,5.78,
125.831,7.2,1.7,2.06,2.97,5.78,
125.872,6.1,1.7,3.09,2.62,5.78,
125.914,6.1,1.7,3.09,2.62,5.78,
125.956,6.7,2.2,3.6,2.27,5.78,
125.997,5.6,2.2,3.6,2.62,5.78,
126.039,4.4,2.2,4.12,2.79,0,
126.081,5,2.8,4.12,2.44,0,
126.122,5,2.8,2.57,1.75,0,
126.164,4.4,2.8,0,0,0,
126.206,4.4,2.8,2.06,1.05,0,
126.247,5,2.8,1.54,1.75,0,
126.289,6.7,3.9,4.12,2.27,0,
126.331,9.4,3.9,4.12,1.92,0,
126.372,10,4.4,4.12,3.14,0,
126.414,11.1,3.3,4.63,3.84,0,
126.456,7.8,5.6,7.2,4.54,0,
126.497,5.6,3.9,6.69,4.36,0,
126.539,7.8,5,7.2,3.84,0,
126.581,10,4.4,5.66,3.84,0,
126.622,9.4,3.3,6.17,3.67,0,
126.664,8.3,5,4.12,4.71,0,
126.706,10.6,1.1,7.72,3.84,0,
126.747,10,0,5.15,3.67,0,
126.789,8.3,0.6,3.6,3.84,0,
126.831,6.7,1.1,3.6,3.32,0,
126.872,5.6,1.1,3.6,3.49,0,
126.914,3.9,0.6,2.06,4.36,0,
126.956,3.3,-1.1,4.12,4.01,0,
126.997,3.9,-3.3,3.09,3.84,0,
127.039,1.1,-3.3,4.12,3.14,0,
127.081,1.1,-2.2,4.12,3.32,0,
127.122,1.7,-1.7,4.63,2.97,0,
127.164,0.6,-2.2,4.63,3.49,0,
127.206,-0.6,-2.2,4.12,3.14,0,
127.247,2.2,-1.1,2.57,2.97,0,
127.289,4.4,-0.6,3.09,3.32,0,
127.331,6.1,-1.1,5.66,3.67,0,
127.372,7.8,-0.6,5.15,3.14,0,
127.414,8.3,-1.7,3.6,4.01,0,
127.456,10,-0.6,5.15,4.19,0,
127.497,10.6,-0.6,4.63,3.49,0,
127.539,11.1,0,4.63,3.67,0,
127.581,10.6,-2.2,3.09,0,0,
127.622,12.2,-2.8,4.12,3.67,0,
127.664,12.8,-2.8,4.12,3.84,0,
127.706,11.1,-5,4.63,4.01,0,
127.747,11.7,-5.6,3.09,4.54,0,
127.789,9.4,-2.8,2.57,4.71,0,
127.831,7.2,-1.7,1.54,4.01,0,
127.872,5.6,-1.7,1.54,3.84,0,
127.914,5.6,-2.2,0,0,0,
127.956,4.4,-1.7,2.06,0.7,0,
127.997,3.3,-1.1,3.09,0.52,0,
128.039,3.3,-1.1,2.06,0.52,4.59,
128.081,2.2,-1.1,2.06,0.7,4.59,
128.122,2.2,-0.6,2.06,0.87,4.59,
128.164,1.1,-1.1,2.06,0.7,4.59,
128.206,1.7,-1.1,2.57,0.7,4.59,
128.247,2.8,0,2.57,0.35,4.59,
128.289,4.4,0.6,3.6,0.87,4.59,
128.331,6.7,0.6,1.54,0,4.59,
128.372,8.3,0.6,2.06,1.4,4.59,
128.414,10.6,0.6,0,0,4.59,
128.456,12.2,-0.6,1.54,0,4.59,
128.497,13.3,-1.1,3.6,3.84,4.59,
128.539,13.3,-0.6,3.6,4.71,4.59,
128.581,13.3,-1.1,3.6,3.49,4.59,
128.622,13.9,-2.2,2.06,4.19,4.59,
128.664,14.4,-2.8,2.06,0,4.59,
128.706,13.3,-3.9,0,0,4.59,
128.747,13.3,-2.2,2.06,1.05,4.59,
128.789,12.2,-2.8,1.54,1.22,4.59,
128.831,11.1,-2.2,2.06,1.57,4.59,
128.872,10.6,-2.8,1.54,1.57,4.59,
128.914,5.6,0,0,0,4.59,
128.956,4.4,-0.6,0,0,4.59,
128.997,5.6,-0.6,2.06,0.7,4.59,
129.039,5,0,3.09,0.87,7.41,
129.081,3.3,-0.6,2.57,0.7,7.41,
129.122,2.2,-0.6,3.09,0.52,7.41,
129.164,1.7,-1.1,3.6,0.7,7.41,
129.206,2.8,-0.6,2.57,0.35,7.41,
129.247,4.4,0,3.09,0.35,7.41,
129.289,6.7,0.6,3.09,0.52,7.41,
129.331,6.7,0.6,3.6,0.7,7.41,
129.372,9.4,1.7,1.54,0,7.41,
129.414,11.7,1.7,3.09,1.05,7.41,
129.456,13.9,2.2,3.09,0,7.41,
129.497,15.6,2.2,2.57,5.59,7.41,
129.539,15.6,1.7,1.54,0,7.41,
129.581,17.2,1.7,0,0,7.41,
129.622,16.7,1.7,5.15,4.01,7.41,
129.664,17.2,2.2,5.15,4.19,7.41,
129.706,16.1,0.6,5.66,3.84,7.41,
129.747,15,0.6,6.69,4.01,7.41,
129.789,13.9,1.1,4.12,3.84,7.41,
129.831,11.1,2.8,2.06,3.84,7.41,
129.872,10.6,2.8,2.06,3.32,7.41,
129.914,10.6,5,4.63,3.67,7.41,
129.956,9.4,5,4.12,3.49,7.41,
129.997,8.9,5,4.63,3.49,7.41,
130.039,8.3,4.4,3.09,3.49,6.37,
130.081,8.3,4.4,5.15,3.49,6.37,
130.122,7.8,3.9,4.63,3.32,6.37,
130.164,7.2,2.2,5.15,3.84,6.37,
130.206,7.2,3.3,3.6,3.67,6.37,
130.247,7.8,5,5.66,3.67,6.37,
130.289,8.9,6.1,6.69,3.67,6.37,
130.331,9.4,5.6,5.66,3.67,6.37,
130.372,11.1,5.6,6.17,3.67,6.37,
130.414,8.9,6.7,4.63,4.01,6.37,
130.456,11.7,5,6.17,3.67,6.37,
130.497,11.7,6.1,5.15,3.32,6.37,
130.539,11.7,4.4,9.26,3.49,6.37,
130.581,12.2,5,3.09,3.84,6.37,
130.622,11.7,5.6,3.09,3.32,6.37,
130.664,7.8,5,5.66,4.01,6.37,
130.706,10,5,6.69,3.49,6.37,
130.747,10,1.7,11.83,3.84,6.37,
130.789,8.3,1.7,9.26,4.01,6.37,
130.831,7.2,1.1,8.75,3.84,6.37,
130.872,7.2,0.6,9.26,3.84,6.37,
130.914,5.6,1.1,8.75,3.49,6.37,
130.956,5,0.6,7.72,3.67,6.37,
130.997,4.4,0.6,6.17,3.32,6.37,
131.039,3.9,0.6,7.2,3.32,8.12,
131.081,3.3,0.6,7.72,3.32,8.12,
131.122,2.8,0.6,6.17,3.14,8.12,
