$spokane temperature and wind data data -2000,,,,,,
cloud cover based on odessa short wave solar data,,,,,,
JDAY,TAIR,TDEW,WIND,PHI,CLOUD,
285.289,7.8,7.2,3.09,6.28,6.78,
285.331,7.8,7.2,2.57,0.35,6.78,
285.372,7.8,7.2,1.54,1.57,6.78,
285.414,9.4,7.2,0,0,6.78,
285.456,12.2,7.2,0,0,6.78,
285.497,13.3,6.7,2.06,0.17,6.78,
285.539,15.6,5.6,0,0,6.78,
285.581,16.7,5.6,0,0,6.78,
285.622,18.9,2.8,1.54,6.28,6.78,
285.664,18.9,2.2,1.54,0.35,6.78,
285.706,16.7,2.2,0,0,6.78,
285.747,11.7,6.1,5.15,4.01,6.78,
285.789,10.6,6.7,5.15,4.19,6.78,
285.831,10,6.7,4.12,3.14,6.78,
285.872,8.9,7.2,4.12,3.49,6.78,
285.914,8.9,7.8,4.12,3.67,6.78,
285.956,8.3,7.2,3.09,3.14,6.78,
285.997,7.8,7.2,2.57,2.79,6.78,
286.039,8.3,7.2,1.54,2.79,0,
286.081,7.8,7.2,2.06,2.62,0,
286.122,7.2,7.2,2.57,2.44,0,
286.164,7.2,7.2,0,0,0,
286.206,7.2,7.2,0,0,0,
286.247,6.7,6.7,0,0,0,
286.289,6.7,6.7,0,0,0,
286.331,7.2,7.2,0,0,0,
286.372,7.2,7.2,0,0,0,
286.414,8.9,7.2,0,0,0,
286.456,9.4,7.8,2.06,3.49,0,
286.497,11.1,7.8,2.57,4.36,0,
286.539,11.7,7.8,2.57,4.36,0,
286.581,12.2,7.8,4.63,4.19,0,
286.622,12.2,7.8,5.66,4.36,0,
286.664,12.8,7.8,3.09,4.01,0,
286.706,12.2,7.8,3.09,3.32,0,
286.747,11.7,7.8,2.57,1.92,0,
286.789,10.6,8.3,2.06,0,0,
286.831,9.4,7.8,6.17,4.01,0,
286.872,8.3,7.2,4.12,4.01,0,
286.914,8.9,6.7,2.57,2.09,0,
286.956,7.8,6.1,5.15,4.01,0,
286.997,7.8,6.7,3.6,3.84,0,
287.039,8.3,7.2,3.6,3.14,0,
287.081,8.3,6.7,5.66,3.67,0,
287.122,8.3,6.7,6.17,3.32,0,
287.164,7.8,6.7,2.57,3.14,0,
287.206,7.8,6.7,3.6,3.14,0,
287.247,7.8,6.1,5.66,3.49,0,
287.289,7.8,6.1,5.66,3.67,0,
287.331,7.8,6.1,4.63,3.84,0,
287.372,8.9,6.1,4.12,3.67,0,
287.414,10.6,6.1,4.63,3.67,0,
287.456,12.2,6.1,4.12,3.67,0,
287.497,12.8,5,5.15,4.01,0,
287.539,13.9,3.9,5.66,3.84,0,
287.581,15,4.4,7.72,4.36,0,
287.622,13.3,5,8.23,4.54,0,
287.664,12.8,5,5.66,4.89,0,
287.706,11.1,5,3.09,5.06,0,
287.747,8.3,3.9,0,0,0,
287.789,5.6,2.8,1.54,3.14,0,
287.831,5.6,3.3,2.57,2.97,0,
287.872,6.7,3.9,3.09,2.62,0,
287.914,6.1,3.3,3.6,2.79,0,
287.956,5,3.3,2.57,2.62,0,
287.997,5.6,3.9,3.6,2.44,0,
288.039,5.6,4.4,2.57,2.44,1.27,
288.081,6.1,5,4.12,2.62,1.27,
288.122,5,3.9,3.6,3.14,1.27,
288.164,5.6,5,5.15,2.79,1.27,
288.206,6.1,5.6,5.15,3.49,1.27,
288.247,6.7,6.1,4.12,3.49,1.27,
288.289,7.2,6.1,4.63,3.49,1.27,
288.331,8.3,6.1,4.63,3.32,1.27,
288.372,10,6.7,5.66,3.67,1.27,
288.414,10.6,6.1,5.15,3.84,1.27,
288.456,11.7,6.1,6.69,3.67,1.27,
288.497,12.2,5.6,6.69,3.67,1.27,
288.539,12.2,5,6.17,3.49,1.27,
288.581,12.8,4.4,4.63,3.67,1.27,
288.622,13.3,2.2,5.15,3.32,1.27,
288.664,12.8,2.8,3.6,3.49,1.27,
288.706,11.7,2.2,4.12,3.14,1.27,
288.747,8.3,1.7,3.6,2.62,1.27,
288.789,7.2,0.6,3.6,2.97,1.27,
288.831,5.6,0,4.12,3.14,1.27,
288.872,4.4,-0.6,3.09,3.32,1.27,
288.914,3.9,-0.6,3.09,2.44,1.27,
288.956,2.2,-1.1,3.09,2.97,1.27,
288.997,3.3,-0.6,3.6,2.62,1.27,
289.039,2.2,-0.6,3.09,2.44,8.7,
289.081,2.8,0.6,2.57,2.44,8.7,
289.122,0.6,-1.1,1.54,0.7,8.7,
289.164,0,-1.1,0,0,8.7,
289.206,-0.6,-1.7,0,0,8.7,
289.247,-1.1,-1.7,0,0,8.7,
289.289,-0.6,-0.6,0,0,8.7,
289.331,1.1,0.6,2.06,1.4,8.7,
289.372,2.2,2.2,2.57,1.75,8.7,
289.414,6.1,2.8,2.57,0.87,8.7,
289.456,8.9,3.3,2.57,0.52,8.7,
289.497,10,3.9,2.06,1.22,8.7,
289.539,12.2,4.4,2.06,1.4,8.7,
289.581,12.8,4.4,2.57,1.05,8.7,
289.622,13.3,3.9,1.54,1.4,8.7,
289.664,12.8,3.9,2.57,0.52,8.7,
289.706,11.1,3.3,0,0,8.7,
289.747,10,3.3,1.54,0.52,8.7,
289.789,10,2.8,0,0,8.7,
289.831,7.2,2.2,0,0,8.7,
289.872,4.4,1.1,3.09,3.49,8.7,
289.914,6.1,1.7,3.6,4.19,8.7,
289.956,3.9,0.6,1.54,3.32,8.7,
289.997,5,1.7,4.12,2.62,8.7,
290.039,4.4,1.7,4.63,2.79,0,
290.081,5,1.7,2.06,2.79,0,
290.122,5,2.2,4.12,2.79,0,
290.164,5.6,2.8,4.12,2.79,0,
290.206,5.6,2.8,3.6,2.97,0,
290.247,6.7,3.9,4.12,2.79,0,
290.289,6.7,3.3,4.12,2.79,0,
290.331,8.3,3.9,5.15,2.97,0,
290.372,10.6,4.4,4.63,3.14,0,
290.414,11.7,3.3,5.66,3.14,0,
290.456,12.2,3.3,5.66,3.67,0,
290.497,12.8,3.3,6.17,3.32,0,
290.539,13.3,3.9,5.66,3.32,0,
290.581,13.3,4.4,5.15,3.49,0,
290.622,12.8,4.4,2.57,2.79,0,
290.664,12.8,4.4,0,0,0,
290.706,11.7,5.6,2.06,0.87,0,
290.747,10.6,6.7,3.09,0.52,0,
290.789,10,7.2,2.06,1.22,0,
290.831,9.4,7.8,2.57,1.05,0,
290.872,8.9,7.8,3.09,0.87,0,
290.914,8.9,8.3,2.06,1.22,0,
290.956,8.9,8.3,1.54,5.93,0,
290.997,8.3,7.8,2.06,0.17,0,
291.039,8.3,7.8,2.06,1.4,3.32,
291.081,8.3,7.8,1.54,1.22,3.32,
291.122,8.3,7.8,1.54,0.7,3.32,
291.164,7.8,7.2,0,0,3.32,
291.206,6.1,6.1,1.54,0.52,3.32,
291.247,5.6,5.6,1.54,1.75,3.32,
291.289,7.2,7.2,2.57,1.22,3.32,
291.331,8.3,7.8,2.06,1.05,3.32,
291.372,9.4,8.3,3.09,0.87,3.32,
291.414,12.2,8.9,2.57,1.05,3.32,
291.456,13.9,8.3,3.09,0.87,3.32,
291.497,16.7,8.9,3.6,0.87,3.32,
291.539,18.9,8.9,3.09,1.05,3.32,
291.581,19.4,8.9,2.57,0.7,3.32,
291.622,22.2,2.8,6.17,3.84,3.32,
291.664,21.1,3.3,3.6,3.84,3.32,
291.706,16.7,3.3,3.6,3.67,3.32,
291.747,13.9,3.3,3.09,3.67,3.32,
291.789,13.3,3.3,2.06,3.67,3.32,
291.831,11.7,3.3,3.09,2.79,3.32,
291.872,8.3,2.8,2.06,4.01,3.32,
291.914,8.3,2.8,2.06,3.49,3.32,
291.956,10,3.3,4.63,3.84,3.32,
291.997,11.1,3.3,4.12,3.14,3.32,
292.039,10.6,2.8,4.63,2.79,0,
292.081,12.2,4.4,5.15,3.49,0,
292.122,11.1,3.9,4.12,2.79,0,
292.164,10,5.6,4.12,2.62,0,
292.206,10,6.1,3.09,3.49,0,
292.247,11.1,7.2,7.72,3.49,0,
292.289,10.6,7.2,7.72,3.14,0,
292.331,11.1,8.3,7.72,3.49,0,
292.372,12.2,8.3,7.2,3.32,0,
292.414,13.9,8.3,7.72,3.67,0,
292.456,13.9,8.3,8.75,3.49,0,
292.497,15,7.8,6.69,3.84,0,
292.539,15,6.7,8.23,4.01,0,
292.581,15,5.6,7.2,3.84,0,
292.622,15,3.3,7.72,4.01,0,
292.664,14.4,2.2,8.23,4.19,0,
292.706,12.2,2.8,3.6,3.84,0,
292.747,10.6,3.3,3.09,3.67,0,
292.789,10,2.8,5.15,3.67,0,
292.831,10.6,3.9,5.15,3.67,0,
292.872,10,3.3,3.6,3.84,0,
292.914,9.4,2.8,3.09,3.32,0,
292.956,7.8,3.3,2.57,3.14,0,
292.997,8.3,3.9,4.63,3.14,0,
293.039,7.8,2.8,4.12,3.49,10,
293.081,6.1,2.2,4.12,3.84,10,
293.122,5,2.2,2.06,0,10,
293.164,3.9,2.2,4.12,2.79,10,
293.206,3.3,2.2,2.57,3.14,10,
293.247,3.3,2.2,5.15,2.79,10,
293.289,2.8,2.2,2.06,4.19,10,
293.331,6.1,3.9,3.6,2.79,10,
293.372,8.3,3.3,2.57,2.27,10,
293.414,11.1,1.1,4.12,3.67,10,
293.456,12.2,0,3.09,3.67,10,
293.497,12.8,-1.1,1.54,0,10,
293.539,14.4,-1.7,5.15,4.01,10,
293.581,14.4,-1.1,4.12,3.32,10,
293.622,13.9,0,3.6,3.49,10,
293.664,13.3,0.6,2.57,3.14,10,
293.706,12.2,1.1,1.54,3.14,10,
293.747,11.7,1.1,0,0,10,
293.789,11.7,1.7,1.54,1.92,10,
293.831,11.7,1.1,1.54,2.09,10,
293.872,10.6,1.1,1.54,2.09,10,
293.914,10.6,1.7,3.6,2.09,10,
293.956,10,1.7,0,0,10,
293.997,10.6,2.2,2.06,1.05,10,
294.039,10,2.8,2.06,1.57,0,
294.081,10,2.8,0,0,0,
294.122,10,2.8,2.57,1.05,0,
294.164,9.4,2.2,2.57,0.87,0,
294.206,9.4,2.2,2.06,1.22,0,
294.247,9.4,3.9,2.06,0,0,
294.289,8.3,5,2.57,0.87,0,
294.331,7.2,6.1,1.54,0.35,0,
294.372,7.8,6.7,3.09,1.4,0,
294.414,8.3,7.2,2.57,1.92,0,
294.456,9.4,8.3,3.09,2.44,0,
294.497,10,9.4,2.57,2.62,0,
294.539,10.6,10,4.12,2.79,0,
294.581,11.1,10,7.72,3.32,0,
294.622,11.1,10,5.66,2.79,0,
294.664,10.6,10,5.15,3.49,0,
294.706,10.6,9.4,6.17,3.49,0,
294.747,10,8.9,7.72,3.67,0,
294.789,10,8.3,7.72,3.84,0,
294.831,9.4,8.3,7.2,3.84,0,
294.872,9.4,7.8,6.17,4.19,0,
294.914,8.9,7.8,7.2,4.01,0,
294.956,8.3,7.2,6.17,4.01,0,
294.997,7.2,5,7.2,4.19,0,
295.039,5,1.7,5.66,4.01,0,
295.081,4.4,1.1,6.17,4.01,0,
295.122,3.3,0.6,6.17,4.01,0,
295.164,2.8,0,5.66,4.01,0,
295.206,2.8,-0.6,5.66,4.19,0,
295.247,1.7,-0.6,3.6,3.49,0,
295.289,1.7,0,5.15,3.84,0,
295.331,3.3,0.6,3.6,3.67,0,
295.372,6.7,1.1,5.15,4.54,0,
295.414,8.9,-0.6,5.66,5.24,0,
295.456,10,-2.2,5.66,5.24,0,
295.497,10,-2.2,6.69,4.71,0,
295.539,10.6,-2.8,5.15,4.89,0,
295.581,10.6,-2.8,5.66,5.06,0,
295.622,8.3,-0.6,5.15,6.28,0,
295.664,8.9,-2.2,2.57,5.24,0,
295.706,7.2,-2.8,2.06,5.06,0,
295.747,2.8,-2.8,2.57,4.54,0,
295.789,2.8,-2.2,2.06,3.84,0,
295.831,0.6,-1.7,3.6,4.01,0,
295.872,-0.6,-3.3,2.57,4.36,0,
295.914,0.6,-2.8,2.57,4.54,0,
295.956,1.1,-3.3,1.54,2.44,0,
295.997,-0.6,-3.3,2.06,2.79,0,
296.039,-0.6,-2.8,4.12,2.62,0,
296.081,0,-2.2,3.6,2.62,0,
296.122,-0.6,-2.2,4.12,2.62,0,
296.164,-1.1,-2.2,1.54,2.97,0,
296.206,-2.2,-2.8,3.09,2.62,0,
296.247,-1.7,-2.2,2.06,2.62,0,
296.289,-1.1,-1.1,2.06,2.44,0,
296.331,0,0,2.57,2.09,0,
296.372,1.1,1.1,2.06,0.87,0,
296.414,1.7,1.1,3.09,0.52,0,
296.456,5,1.7,2.06,0.52,0,
296.497,8.3,1.7,2.57,0.87,0,
296.539,9.4,0,1.54,0,0,
296.581,10,-2.8,1.54,5.06,0,
296.622,10,-2.2,1.54,3.67,0,
296.664,9.4,-2.2,2.06,5.06,0,
296.706,7.8,0.6,2.06,0.52,0,
296.747,6.7,0,1.54,0,0,
296.789,5.6,0,1.54,0.7,0,
296.831,2.2,-0.6,0,0,0,
296.872,2.8,-0.6,0,0,0,
296.914,3.3,0,3.09,0.87,0,
296.956,1.1,-0.6,2.57,0.52,0,
296.997,1.1,-0.6,0,0,0,
297.039,1.7,-0.6,1.54,1.4,0,
297.081,0.6,-1.1,2.57,0.87,0,
297.122,-1.1,-2.2,1.54,2.62,0,
297.164,-0.6,-2.8,0,0,0,
297.206,-1.7,-3.3,0,0,0,
297.247,-1.7,-2.8,2.57,0.7,0,
297.289,-1.1,-2.2,2.57,0.52,0,
297.331,0.6,-1.1,2.57,1.05,0,
297.372,2.8,-0.6,2.06,0.87,0,
297.414,5,0,2.06,1.4,0,
297.456,7.8,0.6,3.09,0.87,0,
297.497,9.4,0.6,3.09,0.7,0,
297.539,10,0.6,3.09,0.87,0,
297.581,11.1,0,2.06,0,0,
297.622,11.7,0,0,0,0,
297.664,11.7,0,0,0,0,
297.706,8.9,0.6,2.06,5.76,0,
297.747,8.3,0.6,0,0,0,
297.789,5,0,0,0,0,
297.831,2.2,0,0,0,0,
297.872,1.7,-1.1,0,0,0,
297.914,3.9,0,0,0,0,
297.956,2.2,-0.6,2.06,0.7,0,
297.997,2.8,0.6,2.06,0.87,0,
298.039,2.2,0.6,0,0,0,
298.081,1.7,0,2.06,0.7,0,
298.122,-1.7,-3.3,0,0,0,
298.164,-1.7,-2.8,0,0,0,
298.206,0.6,-0.6,2.57,0.87,0,
298.247,0.6,-0.6,0,0,0,
298.289,0.6,-0.6,0,0,0,
298.331,2.2,1.1,0,0,0,
298.372,3.9,1.7,3.6,0.87,0,
298.414,6.1,2.2,3.6,1.22,0,
298.456,8.3,1.7,0,0,0,
298.497,10,2.8,2.06,0,0,
298.539,11.7,2.8,1.54,0.52,0,
298.581,12.2,2.8,0,0,0,
298.622,12.8,2.8,0,0,0,
298.664,12.8,2.8,0,0,0,
298.706,10.6,2.2,0,0,0,
298.747,7.2,2.2,0,0,0,
298.789,5.6,2.8,3.09,4.19,0,
298.831,3.9,1.7,1.54,4.36,0,
298.872,2.2,0.6,2.06,4.19,0,
298.914,2.2,0.6,2.06,2.97,0,
298.956,2.8,1.1,1.54,2.27,0,
298.997,1.7,1.1,0,0,0,
299.039,2.8,1.1,2.06,1.92,7.9,
299.081,1.1,0,0,0,7.9,
299.122,1.1,0.6,1.54,0.7,7.9,
299.164,0.6,0.6,1.54,1.4,7.9,
299.206,-0.6,-0.6,1.54,0.7,7.9,
299.247,0,0,2.06,1.05,7.9,
299.289,1.7,1.7,3.09,1.22,7.9,
299.331,2.8,2.8,4.63,1.05,7.9,
299.372,3.3,3.3,2.57,1.05,7.9,
299.414,3.9,3.9,3.09,0.87,7.9,
299.456,4.4,4.4,2.57,0.87,7.9,
299.497,6.1,5,2.06,0,7.9,
299.539,10,4.4,3.09,0.17,7.9,
299.581,11.7,4.4,3.09,0.7,7.9,
299.622,11.7,3.9,2.57,0.52,7.9,
299.664,11.1,4.4,2.06,0.52,7.9,
299.706,9.4,3.9,0,0,7.9,
299.747,6.7,2.8,0,0,7.9,
299.789,6.1,2.8,0,0,7.9,
299.831,3.9,-0.6,2.57,4.36,7.9,
299.872,5,0,1.54,0.35,7.9,
299.914,1.7,-0.6,0,0,7.9,
299.956,1.7,-0.6,2.06,4.19,7.9,
299.997,3.3,-0.6,0,0,7.9,
300.039,3.9,-0.6,0,0,8.05,
300.081,3.9,-0.6,3.6,0.87,8.05,
300.122,3.9,-0.6,0,0,8.05,
300.164,1.7,-0.6,0,0,8.05,
300.206,1.7,-0.6,1.54,5.93,8.05,
300.247,1.7,-0.6,0,0,8.05,
300.289,1.1,-0.6,0,0,8.05,
300.331,1.7,-0.6,1.54,2.62,8.05,
300.372,3.3,0,2.57,2.44,8.05,
300.414,3.9,-0.6,0,0,8.05,
300.456,6.7,3.9,1.54,2.44,8.05,
300.497,8.9,5,2.06,2.44,8.05,
300.539,10,6.1,2.57,2.97,8.05,
300.581,10.6,5.6,3.6,3.14,8.05,
300.622,9.4,5.6,3.09,3.67,8.05,
300.664,8.3,5,3.09,3.49,8.05,
300.706,7.8,4.4,3.09,3.84,8.05,
300.747,7.2,4.4,3.6,3.67,8.05,
300.789,6.1,3.9,2.06,3.32,8.05,
300.831,6.1,3.9,0,0,8.05,
300.872,5.6,3.9,1.54,3.14,8.05,
300.914,3.9,2.8,0,0,8.05,
300.956,4.4,3.3,2.06,3.67,8.05,
300.997,5,3.9,2.57,3.84,8.05,
301.039,3.9,3.3,2.06,2.97,6.86,
301.081,3.9,3.3,3.6,2.97,6.86,
301.122,4.4,3.3,5.66,3.14,6.86,
301.164,4.4,3.3,3.6,2.79,6.86,
301.206,4.4,3.9,3.09,2.62,6.86,
301.247,4.4,3.9,3.6,2.79,6.86,
301.289,5,4.4,3.6,2.62,6.86,
301.331,5.6,5,3.6,2.62,6.86,
301.372,6.1,5.6,3.6,2.79,6.86,
301.414,6.1,5.6,3.6,2.79,6.86,
301.456,6.7,5.6,3.6,2.62,6.86,
301.497,7.2,5.6,4.12,2.27,6.86,
301.539,8.3,6.7,4.12,2.44,6.86,
301.581,10.6,5.6,3.6,2.27,6.86,
301.622,11.1,5,5.15,3.32,6.86,
301.664,10.6,5,2.57,2.62,6.86,
301.706,8.9,6.1,3.09,0.87,6.86,
301.747,7.8,5.6,3.09,1.4,6.86,
301.789,7.2,5,2.57,1.75,6.86,
301.831,6.7,4.4,2.06,1.57,6.86,
301.872,6.7,4.4,1.54,1.92,6.86,
301.914,7.8,4.4,5.15,2.27,6.86,
301.956,7.8,3.9,5.15,2.44,6.86,
301.997,7.8,3.9,5.66,2.27,6.86,
302.039,8.3,3.3,6.17,2.27,3.28,
302.081,8.3,3.3,5.66,2.27,3.28,
302.122,8.3,2.8,5.66,2.27,3.28,
302.164,8.9,2.2,5.66,2.09,3.28,
302.206,8.9,2.2,5.15,2.09,3.28,
302.247,9.4,2.8,5.66,2.27,3.28,
302.289,9.4,2.8,4.12,2.27,3.28,
302.331,10,2.8,5.15,2.27,3.28,
302.372,9.4,5,6.69,3.32,3.28,
302.414,8.3,6.7,6.17,2.97,3.28,
302.456,8.3,6.1,6.69,3.32,3.28,
302.497,8.3,6.7,6.17,3.14,3.28,
302.539,7.8,5,4.63,3.32,3.28,
302.581,7.8,5.6,4.12,3.32,3.28,
302.622,8.3,5,3.6,2.97,3.28,
302.664,7.8,5,3.09,2.79,3.28,
302.706,7.2,5,5.15,2.62,3.28,
302.747,6.7,4.4,3.09,2.79,3.28,
302.789,6.1,4.4,4.63,2.44,3.28,
302.831,5,3.9,2.06,2.27,3.28,
302.872,5,3.3,4.12,2.27,3.28,
302.914,3.9,2.8,1.54,1.92,3.28,
302.956,3.3,2.2,0,0,3.28,
302.997,2.8,2.2,1.54,0.7,3.28,
303.039,2.8,2.8,2.06,1.05,0,
303.081,3.3,2.8,3.09,1.05,0,
303.122,1.7,1.1,1.54,0.87,0,
303.164,1.1,1.1,2.06,1.05,0,
303.206,2.2,2.2,2.57,0.87,0,
303.247,1.7,1.1,2.06,0.7,0,
303.289,1.1,1.1,3.09,1.05,0,
303.331,1.7,1.7,2.57,0.7,0,
303.372,2.2,2.2,2.57,0.87,0,
303.414,2.8,2.8,2.57,1.57,0,
303.456,2.8,2.8,3.6,1.05,0,
303.497,3.9,3.3,2.06,1.05,0,
303.539,4.4,4.4,2.57,0.7,0,
303.581,7.2,4.4,1.54,0.87,0,
303.622,7.8,4.4,2.06,1.05,0,
303.664,7.8,5,2.57,0.7,0,
303.706,6.1,4.4,2.57,0.52,0,
303.747,4.4,3.3,2.06,0.17,0,
303.789,5,3.3,2.06,1.4,0,
303.831,4.4,3.3,1.54,0.52,0,
303.872,3.3,2.8,2.06,0.35,0,
303.914,2.8,2.8,3.09,1.05,0,
303.956,2.8,2.2,2.57,1.57,0,
303.997,1.1,1.1,2.06,0.87,0,
304.039,1.1,1.1,2.06,1.22,6.61,
304.081,2.2,2.2,3.6,1.05,6.61,
304.122,2.8,2.2,2.57,1.57,6.61,
304.164,2.2,2.2,3.09,0.52,6.61,
304.206,2.2,1.7,3.09,0.35,6.61,
304.247,1.1,1.1,2.57,6.28,6.61,
304.289,1.1,1.1,2.57,6.28,6.61,
304.331,1.1,1.1,2.57,6.28,6.61,
304.372,2.2,2.2,2.57,0.52,6.61,
304.414,2.2,2.2,3.09,0.7,6.61,
304.456,2.8,2.2,2.57,0.52,6.61,
304.497,3.3,2.2,3.09,0.17,6.61,
304.539,3.3,2.2,0,0,6.61,
304.581,5,2.8,2.57,5.24,6.61,
304.622,6.1,2.8,2.06,5.41,6.61,
304.664,6.1,2.2,2.06,5.59,6.61,
304.706,3.3,1.7,2.57,4.36,6.61,
304.747,0.6,0,2.57,4.01,6.61,
304.789,-0.6,-1.1,1.54,4.01,6.61,
304.831,-2.2,-3.3,2.06,4.19,6.61,
304.872,-2.2,-3.3,1.54,4.36,6.61,
304.914,-1.1,-1.7,0,0,6.61,
304.956,-2.8,-3.3,1.54,3.84,6.61,
304.997,-1.1,-1.1,0,0,6.61,
305.039,-1.7,-1.7,0,0,0,
305.081,-1.1,-1.1,0,0,0,
305.122,-0.6,-1.1,0,0,0,
305.164,0,-0.6,0,0,0,
305.206,0,0,3.6,2.79,0,
305.247,1.1,0.6,2.57,2.79,0,
305.289,1.7,1.7,2.57,2.62,0,
305.331,2.2,2.2,1.54,3.14,0,
305.372,2.8,2.2,3.6,2.44,0,
305.414,3.3,2.8,2.06,2.79,0,
305.456,5,3.9,5.15,3.14,0,
305.497,5.6,3.9,7.2,3.14,0,
305.539,6.1,3.9,6.17,3.67,0,
305.581,6.1,3.3,4.63,4.01,0,
305.622,6.7,2.8,4.12,3.84,0,
305.664,6.1,2.8,4.12,3.84,0,
305.706,5,2.8,0,0,0,
305.747,3.3,1.7,2.06,2.27,0,
305.789,2.2,1.1,0,0,0,
305.831,2.2,1.1,0,0,0,
305.872,2.8,2.2,0,0,0,
305.914,2.8,1.7,0,0,0,
305.956,0.6,0,2.57,4.36,0,
305.997,1.1,0.6,3.09,4.19,0,
306.039,-0.6,-1.1,4.12,4.36,2.28,
306.081,-0.6,-1.1,2.57,4.19,2.28,
306.122,-1.7,-2.8,3.09,4.54,2.28,
306.164,-1.1,-1.7,0,0,2.28,
306.206,-1.7,-2.2,0,0,2.28,
306.247,-2.2,-2.8,0,0,2.28,
306.289,-2.8,-2.8,0,0,2.28,
306.331,-2.2,-2.2,0,0,2.28,
306.372,-1.7,-2.2,0,0,2.28,
306.414,-0.6,-0.6,0,0,2.28,
306.456,0,0,1.54,2.62,2.28,
306.497,1.7,0.6,2.57,3.32,2.28,
306.539,2.2,0,0,0,2.28,
306.581,3.3,0.6,1.54,0,2.28,
306.622,5,0.6,2.06,1.92,2.28,
306.664,3.9,0.6,2.06,0.35,2.28,
306.706,1.1,-0.6,2.06,0.17,2.28,
306.747,0,-1.1,2.57,0.52,2.28,
306.789,-0.6,-1.1,2.06,0.7,2.28,
306.831,-2.2,-3.3,0,0,2.28,
306.872,-2.8,-3.9,0,0,2.28,
306.914,-3.9,-4.4,0,0,2.28,
306.956,-3.9,-4.4,0,0,2.28,
306.997,-3.9,-4.4,0,0,2.28,
307.039,-1.7,-2.2,0,0,0,
307.081,-1.7,-1.7,0,0,0,
307.122,-1.7,-2.2,0,0,0,
307.164,-1.7,-2.2,0,0,0,
307.206,-1.1,-1.7,0,0,0,
307.247,-1.1,-1.7,0,0,0,
307.289,-0.6,-1.7,0,0,0,
307.331,0,-1.1,0,0,0,
307.372,0,-0.6,0,0,0,
307.414,1.1,-0.6,0,0,0,
307.456,1.1,0,2.57,0.7,0,
307.497,1.1,0.6,2.06,0.35,0,
307.539,2.2,0.6,2.06,6.11,0,
307.581,3.9,1.1,1.54,5.59,0,
307.622,5.6,0.6,0,0,0,
307.664,5.6,0.6,1.54,0.52,0,
307.706,3.9,0,0,0,0,
307.747,2.8,-0.6,2.06,0.52,0,
307.789,1.7,0,2.06,0.52,0,
307.831,1.1,0,0,0,0,
307.872,-0.6,-1.7,0,0,0,
307.914,-1.1,-1.7,0,0,0,
307.956,-2.2,-3.3,0,0,0,
307.997,-3.9,-4.4,0,0,0,
308.039,-3.9,-4.4,0,0,5.87,
308.081,-3.3,-4.4,0,0,5.87,
308.122,-1.7,-2.2,0,0,5.87,
308.164,-3.3,-4.4,0,0,5.87,
308.206,-3.9,-4.4,0,0,5.87,
308.247,-2.8,-2.8,0,0,5.87,
308.289,-1.7,-2.2,0,0,5.87,
308.331,-1.1,-1.1,0,0,5.87,
308.372,0,-0.6,0,0,5.87,
308.414,0,0,1.54,1.4,5.87,
308.456,1.7,1.1,2.06,1.92,5.87,
308.497,2.8,1.7,2.57,0.87,5.87,
308.539,5,1.7,2.06,1.4,5.87,
308.581,5.6,2.2,2.57,0.87,5.87,
308.622,6.1,2.2,3.6,0.52,5.87,
308.664,6.1,2.2,2.57,0.17,5.87,
308.706,3.9,1.1,1.54,1.05,5.87,
308.747,3.9,1.1,1.54,1.22,5.87,
308.789,3.3,0.6,0,0,5.87,
308.831,2.2,0.6,0,0,5.87,
308.872,1.1,0,1.54,1.57,5.87,
308.914,2.8,1.1,3.09,2.62,5.87,
308.956,2.8,0.6,2.57,2.09,5.87,
308.997,1.7,0,0,0,5.87,
309.039,1.1,0,1.54,2.09,0,
309.081,2.2,0,4.12,2.27,0,
309.122,1.7,0,4.12,2.44,0,
309.164,1.1,-0.6,5.15,2.62,0,
309.206,1.1,-0.6,5.66,2.62,0,
309.247,1.7,-0.6,5.66,2.27,0,
309.289,3.9,0.6,7.2,2.62,0,
309.331,5.6,1.1,8.23,2.62,0,
309.372,5,3.3,9.26,2.97,0,
309.414,6.1,4.4,11.83,3.67,0,
309.456,6.7,5,9.78,4.01,0,
309.497,7.2,3.3,10.29,4.19,0,
309.539,6.7,-1.7,12.35,4.36,0,
309.581,7.2,-1.7,11.32,4.36,0,
309.622,5.6,-0.6,8.75,4.36,0,
309.664,6.7,-1.7,7.72,4.01,0,
309.706,6.7,-1.1,8.75,4.19,0,
309.747,6.1,-1.1,8.75,4.54,0,
309.789,7.2,-1.1,6.69,5.24,0,
309.831,5,-0.6,5.15,4.36,0,
309.872,5,-1.1,4.12,4.19,0,
309.914,5,-0.6,5.15,4.54,0,
309.956,3.9,-1.1,4.63,4.54,0,
309.997,3.9,-1.7,4.63,4.54,0,
310.039,3.9,-2.2,4.12,4.54,7.6,
310.081,2.8,-1.7,4.63,4.19,7.6,
310.122,1.1,-2.8,4.12,4.54,7.6,
310.164,1.7,-3.3,5.15,4.36,7.6,
310.206,1.1,-3.3,5.66,4.54,7.6,
310.247,0.6,-3.9,5.66,4.19,7.6,
310.289,0,-4.4,5.15,4.19,7.6,
310.331,1.1,-3.9,4.12,4.19,7.6,
310.372,3.3,-3.3,3.6,3.84,7.6,
310.414,6.1,-3.3,3.09,4.89,7.6,
310.456,7.2,-3.9,3.09,4.54,7.6,
