$Spokane wwtp,constituent,file,-,year,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JDAY,TDS,TRACER,COLFRM,COND,CHLORID,ISS,PO4,NH4,NO3,LDOM,RDOM,LPOM,RPOM,1CBOD,2CBOD,3CBOD,4CBOD,5CBOD,6CBOD,7CBOD,8CBOD,9CBOD,10CBOD,1CBODP,2CBODP,3CBODP,4CBODP,5CBODP,6CBODP,7CBODP,8CBODP,9CBODP,10CBODP,1CBODN,2CBODN,3CBODN,4CBODN,5CBODN,6CBODN,7CBODN,8CBODN,9CBODN,10CBODN,Algae1,Algae2,Algae3,DO,TIC,ALK,LDOMP,RDOMP,LPOMP,RPOMP,LDOMN,RDOMN,LPOMN,RPOMN
279,408,0,32,669,0.57,3.5,0.2657,0.44,17.187,0,0,0,0,0,0,0,22.74,0,0,0,0,0,0,0,0,0,0.464,0,0,0,0,0,0,0,0,0,2.451,0,0,0,0,0,0,0,0,0,8.2,33.34,79,0,0,0,0,0,0,0,0
280,408,0,41,669,0.55,3.5,0.2512,0.42,17.229,0,0,0,0,0,0,0,29.23,0,0,0,0,0,0,0,0,0,0.439,0,0,0,0,0,0,0,0,0,2.856,0,0,0,0,0,0,0,0,0,8.8,37.82,95,0,0,0,0,0,0,0,0
281,408,0,50,669,0.52,5,0.2912,0.34,17.27,0,0,0,0,0,0,0,32.48,0,0,0,0,0,0,0,0,0,0.509,0,0,0,0,0,0,0,0,0,3.26,0,0,0,0,0,0,0,0,0,8.8,38.79,99,0,0,0,0,0,0,0,0
282,408,0,8,669,0.6,4,0.2803,0.47,17.177,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,3.073,0,0,0,0,0,0,0,0,0,8.3,34.7,84,0,0,0,0,0,0,0,0
283,408,0,17,669,0.55,3.5,0.3094,0.51,17.084,0,0,0,0,0,0,0,22.74,0,0,0,0,0,0,0,0,0,0.541,0,0,0,0,0,0,0,0,0,2.886,0,0,0,0,0,0,0,0,0,8.6,32.92,74,0,0,0,0,0,0,0,0
284,408,0,17,669,0.54,4,0.2184,0.69,16.991,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.382,0,0,0,0,0,0,0,0,0,2.699,0,0,0,0,0,0,0,0,0,8.3,26.8,57,0,0,0,0,0,0,0,0
285,408,0,23,669,0.52,4,0.2584,0.58,16.899,0,0,0,0,0,0,0,22.74,0,0,0,0,0,0,0,0,0,0.452,0,0,0,0,0,0,0,0,0,2.511,0,0,0,0,0,0,0,0,0,8.8,39.06,82,0,0,0,0,0,0,0,0
286,408,0,25.3,669,0.56,4,0.1929,0.44,16.806,0,0,0,0,0,0,0,23.1,0,0,0,0,0,0,0,0,0,0.337,0,0,0,0,0,0,0,0,0,2.324,0,0,0,0,0,0,0,0,0,9.6,36.68,78,0,0,0,0,0,0,0,0
287,408,0,27.7,669,0.59,1,0.2002,0.39,16.713,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,2.137,0,0,0,0,0,0,0,0,0,8.4,39.42,96,0,0,0,0,0,0,0,0
288,408,0,30,669,0.57,3.5,0.2184,0.45,16.62,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.382,0,0,0,0,0,0,0,0,0,1.95,0,0,0,0,0,0,0,0,0,8.6,39.78,98,0,0,0,0,0,0,0,0
289,408,0,23,669,0.54,4,0.2038,0.55,16.329,0,0,0,0,0,0,0,22.74,0,0,0,0,0,0,0,0,0,0.356,0,0,0,0,0,0,0,0,0,1.903,0,0,0,0,0,0,0,0,0,9,38.51,86,0,0,0,0,0,0,0,0
290,408,0,8,669,0.55,5,0.2257,0.38,16.037,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.394,0,0,0,0,0,0,0,0,0,1.856,0,0,0,0,0,0,0,0,0,8.9,35.14,76,0,0,0,0,0,0,0,0
291,408,0,30,669,0.54,5,0.2184,0.3,15.746,0,0,0,0,0,0,0,22.74,0,0,0,0,0,0,0,0,0,0.382,0,0,0,0,0,0,0,0,0,1.809,0,0,0,0,0,0,0,0,0,8.4,35.32,75,0,0,0,0,0,0,0,0
292,408,0,40,669,0.53,3,0.2621,0.94,15.454,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,0.458,0,0,0,0,0,0,0,0,0,1.761,0,0,0,0,0,0,0,0,0,7.9,33.58,76,0,0,0,0,0,0,0,0
293,408,0,34.3,669,0.61,2,0.4878,0.39,15.163,0,0,0,0,0,0,0,16.24,0,0,0,0,0,0,0,0,0,0.852,0,0,0,0,0,0,0,0,0,1.714,0,0,0,0,0,0,0,0,0,8.7,35.67,95,0,0,0,0,0,0,0,0
294,408,0,28.7,669,0.45,3,0.7062,0.73,14.871,0,0,0,0,0,0,0,25.98,0,0,0,0,0,0,0,0,0,1.234,0,0,0,0,0,0,0,0,0,1.667,0,0,0,0,0,0,0,0,0,8.1,38.9,110,0,0,0,0,0,0,0,0
295,408,0,23,669,0.56,0.5,0.7462,0.38,14.58,0,0,0,0,0,0,0,29.23,0,0,0,0,0,0,0,0,0,1.304,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,0,0,0,0,0,8.7,40.28,113,0,0,0,0,0,0,0,0
296,408,0,240,669,0.32,0.1,0.7826,0.55,14.921,0,0,0,0,0,0,0,32.48,0,0,0,0,0,0,0,0,0,1.367,0,0,0,0,0,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,8.9,36.13,99,0,0,0,0,0,0,0,0
297,408,0,80,669,0.37,2,0.9573,0.79,15.263,0,0,0,0,0,0,0,25.98,0,0,0,0,0,0,0,0,0,1.673,0,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,8.9,35.88,100,0,0,0,0,0,0,0,0
298,408,0,900,669,0.45,0.1,0.9682,0.62,15.604,0,0,0,0,0,0,0,25.98,0,0,0,0,0,0,0,0,0,1.692,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,9.2,39.1,105,0,0,0,0,0,0,0,0
299,408,0,80,669,0.47,1,1.0083,0.57,15.946,0,0,0,0,0,0,0,29.23,0,0,0,0,0,0,0,0,0,1.762,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,8.1,36.7,99,0,0,0,0,0,0,0,0
300,408,0,586.7,669,0.39,2,1.092,0.52,16.287,0,0,0,0,0,0,0,32.48,0,0,0,0,0,0,0,0,0,1.908,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,0,0,0,0,0,8.5,36.66,100,0,0,0,0,0,0,0,0
301,408,0,1093.3,669,0.18,2,1.0338,0.24,16.629,0,0,0,0,0,0,0,29.23,0,0,0,0,0,0,0,0,0,1.806,0,0,0,0,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,8.7,34.02,99,0,0,0,0,0,0,0,0
302,408,0,1600,669,0.25,2,1.0156,0.53,16.97,0,0,0,0,0,0,0,23.1,0,0,0,0,0,0,0,0,0,1.774,0,0,0,0,0,0,0,0,0,1.27,0,0,0,0,0,0,0,0,0,9,42.83,120,0,0,0,0,0,0,0,0
303,408,0,900,669,0.35,4,0.95,2.44,16.937,0,0,0,0,0,0,0,45.47,0,0,0,0,0,0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,1.454,0,0,0,0,0,0,0,0,0,8.5,42.37,104,0,0,0,0,0,0,0,0
304,408,0,1600,669,0.4,2.5,0.7244,0.92,16.904,0,0,0,0,0,0,0,35.73,0,0,0,0,0,0,0,0,0,1.266,0,0,0,0,0,0,0,0,0,1.639,0,0,0,0,0,0,0,0,0,8.8,38.39,85,0,0,0,0,0,0,0,0
305,408,0,1200,669,0.41,0.1,0.9864,0.77,16.871,0,0,0,0,0,0,0,48.72,0,0,0,0,0,0,0,0,0,1.724,0,0,0,0,0,0,0,0,0,1.823,0,0,0,0,0,0,0,0,0,8.6,41.58,105,0,0,0,0,0,0,0,0
306,408,0,1600,669,0.56,5,1.0993,0.79,16.839,0,0,0,0,0,0,0,68.21,0,0,0,0,0,0,0,0,0,1.921,0,0,0,0,0,0,0,0,0,2.007,0,0,0,0,0,0,0,0,0,8.3,43.29,113,0,0,0,0,0,0,0,0
307,408,0,50,669,0.58,5,1.092,0.46,16.806,0,0,0,0,0,0,0,45.47,0,0,0,0,0,0,0,0,0,1.908,0,0,0,0,0,0,0,0,0,2.191,0,0,0,0,0,0,0,0,0,8.8,38.28,108,0,0,0,0,0,0,0,0
308,408,0,50,669,0.55,3,1.143,0.16,16.773,0,0,0,0,0,0,0,51.97,0,0,0,0,0,0,0,0,0,1.997,0,0,0,0,0,0,0,0,0,2.376,0,0,0,0,0,0,0,0,0,8.7,40.58,117,0,0,0,0,0,0,0,0
309,408,0,900,669,0.54,8,1.143,0.74,16.74,0,0,0,0,0,0,0,61.71,0,0,0,0,0,0,0,0,0,1.997,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,8.9,42.43,124,0,0,0,0,0,0,0,0
310,408,0,1600,669,0.65,2.5,1.092,3.56,16.926,0,0,0,0,0,0,0,97.44,0,0,0,0,0,0,0,0,0,1.908,0,0,0,0,0,0,0,0,0,2.683,0,0,0,0,0,0,0,0,0,8.3,42.65,125,0,0,0,0,0,0,0,0
311,408,0,1600,669,0.67,4,1.0265,1.64,17.111,0,0,0,0,0,0,0,74.7,0,0,0,0,0,0,0,0,0,1.794,0,0,0,0,0,0,0,0,0,2.806,0,0,0,0,0,0,0,0,0,9.3,43.86,116,0,0,0,0,0,0,0,0
312,408,0,500,669,0.64,4,1.3177,0.68,17.297,0,0,0,0,0,0,0,74.7,0,0,0,0,0,0,0,0,0,2.302,0,0,0,0,0,0,0,0,0,2.929,0,0,0,0,0,0,0,0,0,8.6,41.02,104,0,0,0,0,0,0,0,0
313,408,0,1600,669,0.63,4,1.2303,0.56,17.483,0,0,0,0,0,0,0,61.71,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0,0,0,0,0,0,3.051,0,0,0,0,0,0,0,0,0,8.1,35.52,94,0,0,0,0,0,0,0,0
314,408,0,144,669,0.57,3,1.2267,0.27,17.669,0,0,0,0,0,0,0,64.96,0,0,0,0,0,0,0,0,0,2.143,0,0,0,0,0,0,0,0,0,3.174,0,0,0,0,0,0,0,0,0,9.3,37.89,101,0,0,0,0,0,0,0,0
315,408,0,300,669,0.56,3,1.1357,0.47,17.854,0,0,0,0,0,0,0,74.7,0,0,0,0,0,0,0,0,0,1.984,0,0,0,0,0,0,0,0,0,3.297,0,0,0,0,0,0,0,0,0,9.2,41.43,116,0,0,0,0,0,0,0,0
316,408,0,1600,669,0.5,5,1.1502,1.18,18.04,0,0,0,0,0,0,0,71.46,0,0,0,0,0,0,0,0,0,2.01,0,0,0,0,0,0,0,0,0,3.42,0,0,0,0,0,0,0,0,0,8.9,42.02,122,0,0,0,0,0,0,0,0
317,408,0,300,669,0.76,4,1.143,1.8,17.951,0,0,0,0,0,0,0,84.45,0,0,0,0,0,0,0,0,0,1.997,0,0,0,0,0,0,0,0,0,3.287,0,0,0,0,0,0,0,0,0,8.6,45.62,122,0,0,0,0,0,0,0,0
318,408,0,130,669,0.64,4.5,1.132,0.8,17.863,0,0,0,0,0,0,0,74.7,0,0,0,0,0,0,0,0,0,1.978,0,0,0,0,0,0,0,0,0,3.154,0,0,0,0,0,0,0,0,0,8.7,42.37,110,0,0,0,0,0,0,0,0
319,408,0,117,669,0.61,4,1.1575,1.42,17.774,0,0,0,0,0,0,0,84.45,0,0,0,0,0,0,0,0,0,2.022,0,0,0,0,0,0,0,0,0,3.021,0,0,0,0,0,0,0,0,0,8.5,41.19,103,0,0,0,0,0,0,0,0
320,408,0,71,669,0.74,4,1.3468,1.86,17.686,0,0,0,0,0,0,0,87.7,0,0,0,0,0,0,0,0,0,2.353,0,0,0,0,0,0,0,0,0,2.889,0,0,0,0,0,0,0,0,0,8.3,42.12,105,0,0,0,0,0,0,0,0
321,408,0,49,669,0.56,4,0.6843,1.24,17.597,0,0,0,0,0,0,0,58.46,0,0,0,0,0,0,0,0,0,1.196,0,0,0,0,0,0,0,0,0,2.756,0,0,0,0,0,0,0,0,0,8.3,34.4,75,0,0,0,0,0,0,0,0
322,408,0,219,669,0.7,0.1,0.7608,0.081,17.509,0,0,0,0,0,0,0,51.97,0,0,0,0,0,0,0,0,0,1.329,0,0,0,0,0,0,0,0,0,2.623,0,0,0,0,0,0,0,0,0,9.1,43.48,104,0,0,0,0,0,0,0,0
323,408,0,80,669,0.73,2,0.9864,1.11,17.42,0,0,0,0,0,0,0,58.46,0,0,0,0,0,0,0,0,0,1.724,0,0,0,0,0,0,0,0,0,2.49,0,0,0,0,0,0,0,0,0,9.2,35.44,123,0,0,0,0,0,0,0,0
324,408,0,50,669,0.81,3,1.0702,1.27,17.361,0,0,0,0,0,0,0,64.96,0,0,0,0,0,0,0,0,0,1.87,0,0,0,0,0,0,0,0,0,2.596,0,0,0,0,0,0,0,0,0,8.6,42.73,115,0,0,0,0,0,0,0,0
325,408,0,14,669,0.65,1,1.1102,0.8,17.303,0,0,0,0,0,0,0,48.72,0,0,0,0,0,0,0,0,0,1.94,0,0,0,0,0,0,0,0,0,2.701,0,0,0,0,0,0,0,0,0,9.1,41.31,104,0,0,0,0,0,0,0,0
326,408,0,2,669,0.93,3,0.8918,0.42,17.244,0,0,0,0,0,0,0,42.22,0,0,0,0,0,0,0,0,0,1.558,0,0,0,0,0,0,0,0,0,2.807,0,0,0,0,0,0,0,0,0,8.5,39.9,106,0,0,0,0,0,0,0,0
327,408,0,50,669,0.71,2,0.9246,0.7,17.186,0,0,0,0,0,0,0,48.72,0,0,0,0,0,0,0,0,0,1.615,0,0,0,0,0,0,0,0,0,2.913,0,0,0,0,0,0,0,0,0,9.2,36.96,96,0,0,0,0,0,0,0,0
328,408,0,8,669,0.92,1,1.0884,0.7,17.127,0,0,0,0,0,0,0,45.47,0,0,0,0,0,0,0,0,0,1.902,0,0,0,0,0,0,0,0,0,3.019,0,0,0,0,0,0,0,0,0,9.2,36.56,101,0,0,0,0,0,0,0,0
329,408,0,30,669,0.57,4,1.1029,0.23,17.069,0,0,0,0,0,0,0,71.46,0,0,0,0,0,0,0,0,0,1.927,0,0,0,0,0,0,0,0,0,3.124,0,0,0,0,0,0,0,0,0,8.8,37.59,108,0,0,0,0,0,0,0,0
330,408,0,49,669,0.76,1,1.0665,0.27,17.01,0,0,0,0,0,0,0,74.7,0,0,0,0,0,0,0,0,0,1.863,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,9.3,36.44,104,0,0,0,0,0,0,0,0
331,408,0,106,669,0.58,4,1.2194,0.6,16.769,0,0,0,0,0,0,0,74.7,0,0,0,0,0,0,0,0,0,2.131,0,0,0,0,0,0,0,0,0,3.19,0,0,0,0,0,0,0,0,0,8.6,39.64,107,0,0,0,0,0,0,0,0
332,408,0,20,669,0.79,4,1.2958,0.96,16.527,0,0,0,0,0,0,0,84.45,0,0,0,0,0,0,0,0,0,2.264,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,8.2,42.08,98,0,0,0,0,0,0,0,0
333,408,0,1600,669,0.77,4,1.0374,0.92,16.286,0,0,0,0,0,0,0,71.46,0,0,0,0,0,0,0,0,0,1.813,0,0,0,0,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0,0,8.6,43.5,99,0,0,0,0,0,0,0,0
334,408,0,14,669,0.8,4,0.8518,1.51,16.044,0,0,0,0,0,0,0,71.46,0,0,0,0,0,0,0,0,0,1.488,0,0,0,0,0,0,0,0,0,3.07,0,0,0,0,0,0,0,0,0,8.7,40.33,92,0,0,0,0,0,0,0,0
335,408,0,358,669,0.5,0.1,0.8518,0.56,15.803,0,0,0,0,0,0,0,64.96,0,0,0,0,0,0,0,0,0,1.488,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,9.1,47.95,110,0,0,0,0,0,0,0,0
336,408,0,21,669,0.66,2,0.8263,0.45,15.561,0,0,0,0,0,0,0,35.73,0,0,0,0,0,0,0,0,0,1.444,0,0,0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,0,0,0,8.8,41.3,103,0,0,0,0,0,0,0,0
337,408,0,81,669,0.69,1,0.8408,0.85,15.32,0,0,0,0,0,0,0,42.22,0,0,0,0,0,0,0,0,0,1.469,0,0,0,0,0,0,0,0,0,2.95,0,0,0,0,0,0,0,0,0,9.6,43.55,114,0,0,0,0,0,0,0,0
338,408,0,57,669,0.78,2,0.9682,0.37,15.747,0,0,0,0,0,0,0,35.73,0,0,0,0,0,0,0,0,0,1.692,0,0,0,0,0,0,0,0,0,2.899,0,0,0,0,0,0,0,0,0,9.1,43.21,112,0,0,0,0,0,0,0,0
339,408,0,21,669,0.76,3,0.9646,0.44,16.174,0,0,0,0,0,0,0,45.47,0,0,0,0,0,0,0,0,0,1.685,0,0,0,0,0,0,0,0,0,2.847,0,0,0,0,0,0,0,0,0,8.9,42.59,113,0,0,0,0,0,0,0,0
340,408,0,26,669,0.56,2,1.041,0.46,16.601,0,0,0,0,0,0,0,38.98,0,0,0,0,0,0,0,0,0,1.819,0,0,0,0,0,0,0,0,0,2.796,0,0,0,0,0,0,0,0,0,9.1,39.37,103,0,0,0,0,0,0,0,0
341,408,0,23,669,0.71,2,1.0774,0.43,17.029,0,0,0,0,0,0,0,55.22,0,0,0,0,0,0,0,0,0,1.883,0,0,0,0,0,0,0,0,0,2.744,0,0,0,0,0,0,0,0,0,8.1,40.76,108,0,0,0,0,0,0,0,0
342,408,0,30,669,0.56,2.5,1.2085,0.38,17.456,0,0,0,0,0,0,0,42.22,0,0,0,0,0,0,0,0,0,2.112,0,0,0,0,0,0,0,0,0,2.693,0,0,0,0,0,0,0,0,0,9.1,34.15,88,0,0,0,0,0,0,0,0
343,408,0,17,669,0.75,1,1.0774,0.35,17.883,0,0,0,0,0,0,0,42.22,0,0,0,0,0,0,0,0,0,1.883,0,0,0,0,0,0,0,0,0,2.641,0,0,0,0,0,0,0,0,0,9.7,38.88,107,0,0,0,0,0,0,0,0
344,408,0,240,669,0.68,3,1.1066,0.31,18.31,0,0,0,0,0,0,0,45.47,0,0,0,0,0,0,0,0,0,1.933,0,0,0,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,9.5,43.49,115,0,0,0,0,0,0,0,0
345,408,0,50,669,0.75,1.5,1.1794,0.18,17.4,0,0,0,0,0,0,0,45.47,0,0,0,0,0,0,0,0,0,2.061,0,0,0,0,0,0,0,0,0,2.569,0,0,0,0,0,0,0,0,0,9,39.35,99,0,0,0,0,0,0,0,0
346,408,0,17,669,1.09,3,1.2558,0.35,16.49,0,0,0,0,0,0,0,45.47,0,0,0,0,0,0,0,0,0,2.194,0,0,0,0,0,0,0,0,0,2.547,0,0,0,0,0,0,0,0,0,9.5,38.11,88,0,0,0,0,0,0,0,0
347,408,0,500,669,0.5,8,1.1612,0.3,15.58,0,0,0,0,0,0,0,129.92,0,0,0,0,0,0,0,0,0,2.029,0,0,0,0,0,0,0,0,0,2.526,0,0,0,0,0,0,0,0,0,8.9,46.83,92,0,0,0,0,0,0,0,0
348,408,0,170,669,0.59,5,0.7389,0.32,14.67,0,0,0,0,0,0,0,64.96,0,0,0,0,0,0,0,0,0,1.291,0,0,0,0,0,0,0,0,0,2.504,0,0,0,0,0,0,0,0,0,9.1,42.55,78,0,0,0,0,0,0,0,0
349,408,0,240,669,0.69,3.5,0.7972,0.28,13.76,0,0,0,0,0,0,0,19.49,0,0,0,0,0,0,0,0,0,1.393,0,0,0,0,0,0,0,0,0,2.483,0,0,0,0,0,0,0,0,0,9.9,48.51,117,0,0,0,0,0,0,0,0
350,408,0,30,669,0.59,5,0.8263,0.39,12.85,0,0,0,0,0,0,0,68.21,0,0,0,0,0,0,0,0,0,1.444,0,0,0,0,0,0,0,0,0,2.461,0,0,0,0,0,0,0,0,0,8.6,49.67,123,0,0,0,0,0,0,0,0
351,408,0,80,669,0.75,1,0.7462,0.06,11.94,0,0,0,0,0,0,0,55.22,0,0,0,0,0,0,0,0,0,1.304,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,0,0,0,9.7,47.72,115,0,0,0,0,0,0,0,0
352,408,0,8,669,0.74,3,0.9864,1.56,12.587,0,0,0,0,0,0,0,23.1,0,0,0,0,0,0,0,0,0,1.724,0,0,0,0,0,0,0,0,0,2.397,0,0,0,0,0,0,0,0,0,9.4,49.79,124,0,0,0,0,0,0,0,0
353,408,0,21,669,0.74,4,1.0447,1.53,13.234,0,0,0,0,0,0,0,48.72,0,0,0,0,0,0,0,0,0,1.825,0,0,0,0,0,0,0,0,0,2.354,0,0,0,0,0,0,0,0,0,8.9,42.22,100,0,0,0,0,0,0,0,0
354,408,0,80,669,0.66,2,1.1248,2.05,13.881,0,0,0,0,0,0,0,68.21,0,0,0,0,0,0,0,0,0,1.965,0,0,0,0,0,0,0,0,0,2.311,0,0,0,0,0,0,0,0,0,9,43.27,94,0,0,0,0,0,0,0,0
355,408,0,17,669,0.56,1,1.143,1.26,14.529,0,0,0,0,0,0,0,64.96,0,0,0,0,0,0,0,0,0,1.997,0,0,0,0,0,0,0,0,0,2.269,0,0,0,0,0,0,0,0,0,8.9,39.9,105,0,0,0,0,0,0,0,0
356,408,0,22,669,0.62,2,1.0702,0.14,15.176,0,0,0,0,0,0,0,38.98,0,0,0,0,0,0,0,0,0,1.87,0,0,0,0,0,0,0,0,0,2.226,0,0,0,0,0,0,0,0,0,9.4,40.68,100,0,0,0,0,0,0,0,0
357,408,0,27,669,0.85,2,1.0119,0.06,15.823,0,0,0,0,0,0,0,55.22,0,0,0,0,0,0,0,0,0,1.768,0,0,0,0,0,0,0,0,0,2.183,0,0,0,0,0,0,0,0,0,9.7,38.61,105,0,0,0,0,0,0,0,0
358,408,0,8,669,0.81,1.5,1.052,0.06,16.47,0,0,0,0,0,0,0,45.47,0,0,0,0,0,0,0,0,0,1.838,0,0,0,0,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,9.6,38.98,105,0,0,0,0,0,0,0,0
359,408,0,17,669,0.8,1,1.052,0.06,16.626,0,0,0,0,0,0,0,51.97,0,0,0,0,0,0,0,0,0,1.838,0,0,0,0,0,0,0,0,0,2.111,0,0,0,0,0,0,0,0,0,9.5,38.47,102,0,0,0,0,0,0,0,0
360,408,0,170,669,0.72,3,1.1575,0.26,16.781,0,0,0,0,0,0,0,58.46,0,0,0,0,0,0,0,0,0,2.022,0,0,0,0,0,0,0,0,0,2.083,0,0,0,0,0,0,0,0,0,9.6,44.1,107,0,0,0,0,0,0,0,0
361,408,0,300,669,0.61,2,1.2485,0.28,16.937,0,0,0,0,0,0,0,45.47,0,0,0,0,0,0,0,0,0,2.181,0,0,0,0,0,0,0,0,0,2.054,0,0,0,0,0,0,0,0,0,9.5,43.63,98,0,0,0,0,0,0,0,0
362,408,0,1600,669,0.6,3,1.0083,0.12,17.093,0,0,0,0,0,0,0,51.97,0,0,0,0,0,0,0,0,0,1.762,0,0,0,0,0,0,0,0,0,2.026,0,0,0,0,0,0,0,0,0,9,35.64,79,0,0,0,0,0,0,0,0
363,408,0,14,669,0.87,2,1.0046,0.05,17.249,0,0,0,0,0,0,0,32.48,0,0,0,0,0,0,0,0,0,1.755,0,0,0,0,0,0,0,0,0,1.997,0,0,0,0,0,0,0,0,0,9.1,43.06,109,0,0,0,0,0,0,0,0
364,408,0,14,669,0.99,0.1,1.0556,0.05,17.404,0,0,0,0,0,0,0,45.47,0,0,0,0,0,0,0,0,0,1.844,0,0,0,0,0,0,0,0,0,1.969,0,0,0,0,0,0,0,0,0,9.1,42.37,111,0,0,0,0,0,0,0,0
365,408,0,50,669,0.65,1,1.0774,0.06,17.56,0,0,0,0,0,0,0,48.72,0,0,0,0,0,0,0,0,0,1.883,0,0,0,0,0,0,0,0,0,1.94,0,0,0,0,0,0,0,0,0,8.4,43.62,110,0,0,0,0,0,0,0,0
366,408,0,50,669,0.65,1,1.0774,0.06,17.56,0,0,0,0,0,0,0,48.72,0,0,0,0,0,0,0,0,0,1.883,0,0,0,0,0,0,0,0,0,1.94,0,0,0,0,0,0,0,0,0,8.4,43.62,110,0,0,0,0,0,0,0,0
